,Manufacturer,Model,Year,Motor Liters,Milage,Price
438,Audi,A3,2007,1.9D,316 tūkst.,"3,500  €"
439,Audi,A4,2015,2.0D,234 tūkst.,"12,050  €"
440,Audi,A5,2009,3.0D,271 tūkst.,"9,800  €"
441,Audi,Q7,2007,3.0D,280 tūkst.,"5,900  €"
442,Audi,Citi,1992,2.3,200 tūkst.,"1,500  € maiņai"
443,Audi,A4,2007,2.0D,337 tūkst.,"3,350  €"
444,Audi,A5,2010,2.7D,273 tūkst.,"9,900  €"
445,Audi,A6,2006,2.0D,372 tūkst.,"4,000  €"
446,Audi,A4,2013,2.0D,237 tūkst.,"8,990  €"
447,Audi,V40,2017,2.0D,-,"13,290  € maiņai"
448,Audi,A8,2014,3.0D,-,"24,450  €"
449,Audi,Quattro,1997,2.6,246 tūkst.,"2,050  €"
450,Audi,100,1991,2.3,313 tūkst.,"2,800  €"
451,Audi,A5,2017,3.0D,157 tūkst.,"25,500  €"
452,Audi,A5,2014,2.0,127 tūkst.,"15,988  €"
453,Audi,A8,2008,3.0D,-,"6,550  €"
454,Audi,S4,2004,1.8,312 tūkst.,"2,000  €"
455,Audi,Q7,2006,3.0D,330 tūkst.,"3,900  €"
456,Audi,A6,2002,1.9D,470 tūkst.,"3,590  €"
457,Audi,A3,2006,2.0D,271 tūkst.,"2,700  €"
458,Audi,A6,2009,2.7D,276 tūkst.,"7,650  €"
459,Audi,A6,1996,2.5D,490 tūkst.,"1,550  €"
460,Audi,A6,-,-,-,pērku 
461,Audi,A4,2009,2.7D,257 tūkst.,"6,370  €"
462,Audi,A8,2005,4.0D,269 tūkst.,"6,890  € maiņai"
463,Audi,Q5,2009,3.0D,-,"10,985  €"
464,Audi,Q5,2014,3.0D,-,"16,975  €"
465,Audi,A4,2002,2.4,252 tūkst.,"1,960  €"
466,Audi,A3,2003,2.0D,330 tūkst.,"1,300  €"
467,Audi,A3,2012,1.9D,274 tūkst.,"5,500  €"
468,Audi,A6,2005,3.0D,-,"4,600  €"
469,Audi,A4,2014,2.0D,-,"10,500  €"
470,Audi,A6,2016,3.0D,199 tūkst.,"19,250  €"
471,Audi,Q5,2011,2.0D,-,"12,650  €"
472,Audi,A6,2001,1.9D,335 tūkst.,"2,150  €"
473,Audi,80,1992,2.0,244 tūkst.,850  €
474,Audi,A4,2008,2.0D,174 tūkst.,"7,990  €"
475,Audi,A3,2007,1.8,178 tūkst.,"4,950  €"
476,Audi,A6,1995,2.6,324 tūkst.,pērku 
477,Audi,A6,2011,3.0D,257 tūkst.,"7,550  €"
478,Audi,A6,1998,2.4,359 tūkst.,"1,450  €"
479,Audi,A7,2012,3.0D,240 tūkst.,"16,000  €"
480,Audi,116,2013,1.6,-,"5,990  € maiņai"
481,Audi,A3,2010,2.0D,266 tūkst.,"6,600  €"
482,Audi,A4,2007,2.0D,-,"3,500  €"
483,Audi,Q7,2016,3.0D,186 tūkst.,"33,500  €"
484,Audi,A4,2006,2.0D,236 tūkst.,"3,900  €"
485,Audi,Cabriolet,2004,1.8,210 tūkst.,"4,000  €"
486,Audi,A6,2009,-,-,pērku 
487,Audi,A6,2009,3.0D,-,pērku 
488,Audi,A4,2009,2.0D,300 tūkst.,"5,200  €"
489,Audi,A4,2013,2.0D,239 tūkst.,"9,350  €"
490,Audi,A4,2007,1.8,234 tūkst.,"5,600  €"
491,Audi,TT,2007,2.0,120 tūkst.,"3,800  €"
492,Audi,Q5,2009,2.0D,194 tūkst.,"10,699  €"
493,Audi,A6,2009,2.0D,365 tūkst.,"6,500  €"
494,Audi,Q5,2011,2.0D,270 tūkst.,"10,500  €"
495,Audi,Allroad,2013,3.0D,-,"13,500  €"
496,Audi,A4,2006,2.0D,-,"2,590  €"
497,Audi,A6,2008,3.0D,273 tūkst.,"4,700  €"
498,Audi,A6,2006,2.7D,319 tūkst.,"3,350  €"
499,Audi,Q5,2018,2.0,35 tūkst.,"27,900  €"
500,Audi,A6,2008,2.7D,314 tūkst.,"3,900  €"
501,Audi,Q5,2016,2.0,37 tūkst.,"25,200  €"
502,Audi,A4,2003,1.9D,293 tūkst.,"3,350  €"
503,Audi,Allroad,2007,2.7D,-,"5,990  €"
504,Audi,A4,2008,2.0D,-,"6,450  €"
505,Audi,A6,2008,2.7D,260 tūkst.,"4,800  €"
506,Audi,A4,2013,2.0D,223 tūkst.,"9,390  €"
507,Audi,A4,2001,2.0,198 tūkst.,"1,990  €"
508,Audi,A6,2012,3.0D,-,"13,450  €"
509,Audi,A4,2006,3.0D,307 tūkst.,"3,500  €"
510,Audi,A3,2006,2.0D,219 tūkst.,"4,550  €"
511,Audi,A5,-,-,-,pērku 
512,Audi,A6,1996,2.5D,-,"1,450  €"
513,Audi,Q5,2016,2.0D,143 tūkst.,"19,950  €"
514,Audi,A6,2010,3.0D,260 tūkst.,"6,900  €"
515,Audi,A4,2007,2.0D,269 tūkst.,"4,500  €"
516,Audi,A5,2015,3.0D,180 tūkst.,"14,500  €"
517,Audi,A6,2006,2.7D,-,"4,850  €"
518,Audi,Q5,2022,2.0,14 tūkst.,"50,490  €"
519,Audi,Q5,2023,2.0D,16 tūkst.,"55,990  €"
520,Audi,A4,2022,2.0,16 tūkst.,"45,990  €"
521,Audi,E-tron,2022,E,13 tūkst.,"55,990  €"
522,Audi,Q5,2017,2.0D,101 tūkst.,"27,290  €"
523,Audi,A4,2005,1.9D,275 tūkst.,"3,590  €"
524,Audi,A6,2006,3.0D,378 tūkst.,"4,690  €"
525,Audi,A6,2015,3.0D,221 tūkst.,"16,450  €"
526,Audi,A8,2004,3.0D,331 tūkst.,"4,000  €"
527,Audi,A6,2008,2.8,272 tūkst.,"2,995  €"
528,Audi,A4,2005,2.0,262 tūkst.,"3,495  €"
529,Audi,A4,2010,2.0D,377 tūkst.,"7,990  €"
530,Audi,A6,2019,2.0D,109 tūkst.,"38,500  €"
531,Audi,A4,2017,2.0D,164 tūkst.,"13,990  €"
532,Audi,A8,2005,3.2,307 tūkst.,"3,250  €"
533,Audi,A3,2005,1.6,374 tūkst.,"2,495  €"
534,Audi,A6,2006,2.7D,382 tūkst.,"4,495  €"
535,Audi,A6,2005,3.0D,384 tūkst.,"4,995  €"
536,Audi,A6,2005,3.0D,294 tūkst.,"3,495  €"
537,Audi,A6,2003,2.5D,260 tūkst.,"2,495  €"
538,Audi,A6,2006,2.0,315 tūkst.,"3,995  €"
539,Audi,A6,2005,2.7D,330 tūkst.,"3,995  €"
540,Audi,A5,2008,2.7D,214 tūkst.,"5,995  €"
541,Audi,A6,2004,2.5D,269 tūkst.,"1,195  €"
542,Audi,A6,2005,2.7D,391 tūkst.,"5,500  €"
543,Audi,A7,2013,3.0D,-,"15,900  €"
544,Audi,Q5,2010,3.0D,280 tūkst.,"12,850  €"
545,Audi,Q5,2016,2.0,116 tūkst.,"19,000  €"
546,Audi,80,1990,1.9D,310 tūkst.,900  €
547,Audi,A5,2008,2.7D,-,"6,500  €"
548,Audi,A6,2012,3.0D,280 tūkst.,"14,990  €"
549,Audi,Allroad,2010,2.7D,356 tūkst.,"8,500  €"
550,Audi,A6,2016,3.0D,230 tūkst.,"19,350  €"
551,Audi,A6,2007,3.0D,406 tūkst.,"7,000  €"
552,Audi,Allroad,2013,2.0D,230 tūkst.,"12,700  €"
553,Audi,A5,2013,2.0D,275 tūkst.,"10,950  €"
554,Audi,A4,2012,2.0D,271 tūkst.,"10,500  €"
555,Audi,A4,2011,2.0,211 tūkst.,"7,500  €"
556,Audi,A4,2007,2.0D,310 tūkst.,"2,500  €"
557,Audi,A6,2011,3.0D,280 tūkst.,"9,000  €"
558,Audi,A4,-,-,-,pērku 
559,Audi,A3,2012,1.6D,-,"7,999  €"
560,Audi,A6,2001,1.9D,300 tūkst.,"2,100  €"
561,Audi,A4,2016,2.0D,223 tūkst.,"15,500  €"
562,Audi,A4,2013,2.0D,340 tūkst.,"9,200  €"
563,Audi,A4,2008,2.0D,233 tūkst.,"5,500  €"
564,Audi,A8,1994,4.2,-,"1,350  €"
565,Audi,Q5,2010,2.0D,287 tūkst.,"11,200  €"
566,Audi,100,-,2.3,-,pērku 
567,Audi,100,1994,2.3,500 tūkst.,pērku 
568,Audi,A7,2015,3.0D,180 tūkst.,"32,000  €"
569,Audi,A6,2007,3.0D,-,"5,690  €"
570,Audi,A6,2006,2.7D,300 tūkst.,"5,500  €"
571,Audi,A4,2007,1.9D,360 tūkst.,"3,100  €"
572,Audi,A6,2004,2.5D,418 tūkst.,"2,000  €"
573,Audi,A4,2013,2.0D,234 tūkst.,"10,750  €"
574,Audi,A6,2003,1.9D,-,"1,450  €"
575,Audi,Q5,2013,3.0D,-,"20,500  €"
576,Audi,A5,2010,3.0D,276 tūkst.,"11,100  €"
577,Audi,Q7,2007,4.2D,313 tūkst.,"8,500  €"
578,Audi,A4,2006,2.0D,268 tūkst.,"3,700  €"
579,Audi,80,1994,2.0,-,850  €
580,Audi,A6,1996,2.6,451 tūkst.,"1,900  €"
581,Audi,A4,2010,3.0D,319 tūkst.,"10,800  €"
582,Audi,A6,2009,3.0D,322 tūkst.,"7,400  €"
583,Audi,A6,2000,1.9D,464 tūkst.,"2,500  €"
584,Audi,Quattro,1999,1.9D,390 tūkst.,"2,300  €"
585,Audi,A4,2009,1.8,242 tūkst.,"6,950  €"
586,Audi,A4,2008,2.0D,-,"7,500  €"
587,Audi,A4,2008,3.0D,-,"6,950  €"
588,Audi,A3,2014,1.6D,-,"8,900  €"
589,Audi,A6,2009,2.0D,-,"5,990  €"
590,Audi,A8,2005,4.0D,-,"5,450  €"
591,Audi,A4,2006,2.7D,-,"4,950  €"
592,Audi,Q5,2010,2.0D,219 tūkst.,"12,990  €"
593,Audi,A6,2008,2.0D,248 tūkst.,"5,690  €"
594,Audi,Exeo,2010,2.0D,259 tūkst.,"5,990  € maiņai"
595,Audi,A4,2013,2.0,-,"8,750  €"
596,Audi,A4,2018,2.0D,215 tūkst.,"17,410  €"
597,Audi,A6,2009,3.0D,295 tūkst.,"7,200  €"
598,Audi,A3,2017,1.6D,202 tūkst.,"13,700  €"
599,Audi,A6,2015,3.0D,-,"16,500  €"
600,Audi,A3,2011,1.6D,295 tūkst.,"5,700  €"
601,Audi,80,1994,2.0,340 tūkst.,780  €
602,Audi,A6,2009,2.7D,-,"5,450  €"
603,Audi,A3,2013,1.6D,-,"9,950  €"
604,Audi,Q7,2011,3.0D,-,"14,950  €"
605,Audi,Q7,2007,3.0D,319 tūkst.,"6,900  €"
606,Audi,A6,2013,3.0D,216 tūkst.,"13,950  €"
607,Audi,A3,2016,1.6D,176 tūkst.,"11,200  €"
608,Audi,A6,2009,2.7D,-,"7,490  €"
609,Audi,A4,2005,3.0D,-,"3,690  €"
610,Audi,A6,2004,1.9D,437 tūkst.,"2,800  €"
611,Audi,Q5,2009,3.0D,268 tūkst.,"12,390  €"
612,Audi,A6,2015,1.8,61 tūkst.,"23,000  €"
613,Audi,A4,2006,2.5D,-,"2,850  €"
614,Audi,A5,2017,3.0D,97 tūkst.,"31,390  €"
615,Audi,Q5,2015,2.0D,188 tūkst.,"16,500  €"
616,Audi,A4,2005,2.0D,-,"3,950  €"
617,Audi,Q7,2006,3.0D,370 tūkst.,"8,800  €"
618,Audi,A4,1996,1.8,272 tūkst.,"1,050  €"
619,Audi,Q3,2016,1.4,160 tūkst.,"16,500  €"
620,Audi,A6,1996,-,-,pērku 
621,Audi,A3,2013,1.6D,139 tūkst.,"9,980  €"
622,Audi,A4,2002,2.5D,306 tūkst.,"1,195  €"
623,Audi,Quattro,2003,2.5D,420 tūkst.,"1,800  €"
624,Audi,Q3,2017,2.0D,180 tūkst.,"18,950  €"
625,Audi,A6,2002,1.9D,403 tūkst.,"1,900  €"
626,Audi,TT,1998,1.8,271 tūkst.,"2,800  €"
627,Audi,A4,2002,2.0,297 tūkst.,"1,750  €"
628,Audi,A4,2009,1.8,210 tūkst.,"7,200  €"
629,Audi,E-tron,2023,E,22 tūkst.,"58,900  €"
630,Audi,Allroad,2010,3.0D,230 tūkst.,"9,000  €"
631,Audi,A6,2007,3.2,440 tūkst.,"1,900  €"
632,Audi,A6,2011,2.7D,236 tūkst.,"6,500  €"
633,Audi,A6,2007,3.0D,343 tūkst.,"5,200  €"
634,Audi,A6,2006,2.7D,-,"4,200  €"
635,Audi,A6,2020,2.0D,104 tūkst.,"41,777  €"
636,Audi,A6,2015,3.0D,250 tūkst.,"18,500  €"
637,Audi,A4,2017,2.0D,198 tūkst.,"16,988  €"
638,Audi,A3,2002,1.6,194 tūkst.,"3,370  €"
639,Audi,A4,2002,2.5D,-,"1,799  €"
640,Audi,Q5,2010,3.0D,276 tūkst.,"11,450  €"
641,Audi,A4,2015,3.0D,-,"13,499  €"
642,Audi,A4,2008,2.7D,319 tūkst.,"4,400  €"
643,Audi,Q7,2017,3.0D,199 tūkst.,"33,500  €"
644,Audi,A4,2006,2.5D,-,"2,500  €"
645,Audi,A1,2013,1.6D,-,"8,500  €"
646,Audi,A6,2010,2.7D,270 tūkst.,"7,500  €"
647,Audi,330,2015,3.0D,167 tūkst.,"13,350  € maiņai"
648,Audi,Q7,2015,3.0D,200 tūkst.,"28,000  €"
649,Audi,A4,2016,1.4,179 tūkst.,"15,990  €"
650,Audi,A6,2016,3.0D,141 tūkst.,"19,490  €"
651,Audi,A4,2007,2.0D,289 tūkst.,"2,600  €"
652,Audi,80,1994,1.9D,325 tūkst.,"1,690  €"
653,Audi,A3,2004,2.0,-,"2,499  €"
654,Audi,A3,2005,1.9D,-,"2,990  €"
655,Audi,A3,2005,2.0D,-,"2,800  €"
656,Audi,A3,2000,1.8,-,"1,990  €"
657,Audi,Q7,2016,4.0D,132 tūkst.,"39,500  €"
658,Audi,A8,2010,3.0D,218 tūkst.,"15,900  €"
659,Audi,A4,2007,2.7D,323 tūkst.,"3,999  €"
660,Audi,A6,2004,2.5D,337 tūkst.,"1,800  €"
661,Audi,V60,2020,2.0D,131 tūkst.,"21,500  € maiņai"
662,Audi,Q7,2018,3.0D,101 tūkst.,"44,500  €"
663,Audi,Q7,2014,3.0D,237 tūkst.,"18,850  €"
664,Audi,A6,2006,3.0D,280 tūkst.,"3,152  €"
665,Audi,A6,2008,2.0D,310 tūkst.,"4,290  €"
666,Audi,A6,2004,2.5D,310 tūkst.,"2,600  €"
667,Audi,A4,2001,1.6,-,"1,300  €"
668,Audi,Q7,2010,3.0D,-,"12,500  €"
669,Audi,A4,-,-,-,pērku 
670,Audi,A6,2009,3.0D,-,"5,990  €"
671,Audi,A6,2016,2.0D,-,"14,990  €"
672,Audi,A4,-,-,-,pērku 
673,Audi,A6,2001,3.0,-,"1,590  €"
674,Audi,A2,-,-,-,pērku 
675,Audi,Q5,2014,3.0D,240 tūkst.,"21,000  €"
676,Audi,Q7,2016,3.0D,180 tūkst.,"33,500  €"
677,Audi,80,1992,2.0,-,"1,000  €"
678,Audi,A4,2002,1.9D,291 tūkst.,"1,000  €"
679,Audi,Q7,2013,3.0D,368 tūkst.,"13,750  €"
680,Audi,A4,2020,2.0D,200 tūkst.,"20,000  €"
681,Audi,A6,2009,2.7D,243 tūkst.,"8,450  €"
682,Audi,A4,2007,1.9D,-,"3,550  €"
683,Audi,A6,2005,3.0D,248 tūkst.,"3,900  €"
684,Audi,E-tron,2023,E,6.3 tūkst.,"90,750  €"
685,Audi,A3,2006,2.0D,435 tūkst.,"3,950  €"
686,Audi,Allroad,2007,2.7D,339 tūkst.,"4,400  €"
687,Audi,Allroad,2016,3.0D,169 tūkst.,"27,500  €"
688,Audi,A2,2001,1.4,-,"1,990  €"
689,Audi,A6,2009,2.7D,-,"5,990  €"
690,Audi,A6,2004,2.7D,253 tūkst.,"2,950  €"
691,Audi,A4,1996,1.6,340 tūkst.,"1,250  €"
692,Audi,Allroad,2020,3.0D,122 tūkst.,"40,800  €"
693,Audi,Q7,2011,3.0D,290 tūkst.,"18,200  €"
694,Audi,A3,2010,1.8,-,"4,990  €"
695,Audi,A7,2012,3.0,215 tūkst.,"15,900  €"
696,Audi,A8,2004,3.0D,420 tūkst.,"5,100  €"
697,Audi,Q8,2018,3.0D,185 tūkst.,"59,000  €"
698,Audi,A3,2013,1.6D,305 tūkst.,"7,150  €"
699,Audi,A3,2000,1.9D,470 tūkst.,"1,300  €"
700,Audi,Quattro,1990,2.3,230 tūkst.,"6,006  €"
701,Audi,Q7,2015,3.0D,263 tūkst.,"25,900  €"
702,Audi,80,1993,2.0,357 tūkst.,"1,050  €"
703,Audi,A4,2014,2.0D,226 tūkst.,"11,200  €"
704,Audi,Q7,2017,3.0D,-,"35,000  €"
705,Audi,Q7,2009,3.0D,300 tūkst.,"11,000  €"
706,Audi,A4,2018,2.0D,-,"14,250  €"
707,Audi,Q5,2014,2.0D,136 tūkst.,"19,900  €"
708,Audi,A4,2009,2.7D,349 tūkst.,"5,850  €"
709,Audi,A3,2014,1.6D,-,"12,990  €"
710,Audi,A6,2007,3.0D,-,"4,690  €"
711,Audi,Insignia,2014,2.0D,204 tūkst.,"8,100  € maiņai"
712,Audi,A6,2015,3.0D,279 tūkst.,"14,900  €"
713,Audi,Q7,2016,3.0D,-,"37,500  €"
714,Audi,Allroad,2003,2.5D,247 tūkst.,"2,490  €"
715,Audi,A5,2012,3.0D,-,"12,990  €"
716,Audi,A4,2006,2.7D,315 tūkst.,"3,500  €"
717,Audi,A6,2006,3.0D,379 tūkst.,"3,499  €"
718,Audi,A6,2015,3.0D,268 tūkst.,"19,900  €"
719,Audi,A4,2010,3.0D,317 tūkst.,"7,499  €"
720,Audi,A6,2010,3.0D,264 tūkst.,"8,500  €"
721,Audi,A4,2000,1.9D,-,"1,150  €"
722,Audi,A6,2006,1.9D,410 tūkst.,"2,100  €"
723,Audi,A5,2010,3.0D,211 tūkst.,"7,500  €"
724,Audi,A3,2011,2.0D,240 tūkst.,"8,550  €"
725,Audi,A5,2010,2.0D,342 tūkst.,"9,000  €"
726,Audi,A4,2007,2.0D,-,"3,700  €"
727,Audi,Allroad,2012,3.0D,287 tūkst.,"13,990  €"
728,Audi,A5,2009,3.0D,256 tūkst.,"10,990  €"
729,Audi,A4,2002,3.0,320 tūkst.,"1,000  €"
730,Audi,Q5,2013,2.0D,280 tūkst.,"15,790  €"
731,Audi,Quattro,2000,4.2,280 tūkst.,"3,950  €"
732,Audi,A4,2013,3.0D,258 tūkst.,"12,490  €"
733,Audi,Q5,2012,2.0D,193 tūkst.,"16,500  €"
734,Audi,A6,2008,3.0D,276 tūkst.,"4,700  €"
735,Audi,A3,2000,1.8,405 tūkst.,"1,090  €"
736,Audi,A4,1999,1.9D,453 tūkst.,"1,190  €"
737,Audi,A4,2007,2.0D,260 tūkst.,"4,390  €"
738,Audi,A4,2005,2.0D,297 tūkst.,"2,799  €"
739,Audi,A4,2012,2.0D,223 tūkst.,"10,650  €"
740,Audi,A6,1998,1.8,450 tūkst.,"1,200  €"
741,Audi,A6,2013,3.0D,235 tūkst.,"11,300  €"
742,Audi,A5,2010,3.0D,-,"10,700  €"
743,Audi,Q7,2007,3.0D,-,"9,750  €"
744,Audi,Q5,2009,2.0D,264 tūkst.,"10,500  €"
745,Audi,Quattro,2001,1.8,267 tūkst.,"2,000  €"
746,Audi,Q5,2009,3.0D,232 tūkst.,"8,950  €"
747,Audi,A8,2006,3.0D,316 tūkst.,"4,900  €"
748,Audi,A4,2017,2.0D,272 tūkst.,"15,900  €"
749,Audi,A6,2019,2.0D,-,"23,990  €"
750,Audi,A6,2002,2.5D,451 tūkst.,"1,900  €"
751,Audi,Quattro,1992,2.5D,-,"3,290  €"
752,Audi,A6,1999,1.8,348 tūkst.,"2,300  €"
753,Audi,A3,2013,1.6D,176 tūkst.,"8,000  €"
754,Audi,80,1992,2.0,-,"1,050  €"
755,Audi,A4,2008,3.0D,318 tūkst.,"6,500  €"
756,Audi,A6,2005,2.7D,272 tūkst.,"3,450  €"
757,Audi,Q7,2006,3.0D,-,"6,900  €"
758,Audi,A6,2007,2.7D,-,"4,850  €"
759,Audi,Quattro,2002,1.8,245 tūkst.,"11,000  €"
760,Audi,A5,2008,2.7D,486 tūkst.,"5,000  €"
761,Audi,A4,2010,3.0D,217 tūkst.,"8,400  €"
762,Audi,A2,2005,1.4D,281 tūkst.,"2,700  €"
763,Audi,A6,2007,3.0D,-,"3,990  €"
764,Audi,A6,2006,3.0D,-,"4,390  €"
765,Audi,A6,2006,3.0D,-,"4,490  €"
766,Audi,A6,2007,2.7D,309 tūkst.,"5,200  €"
767,Audi,A6,2005,3.0D,281 tūkst.,"5,490  €"
768,Audi,A4,2008,2.0D,239 tūkst.,"4,800  €"
769,Audi,Q5,2009,3.0D,383 tūkst.,"8,990  €"
770,Audi,A6,1997,2.4,382 tūkst.,"1,700  €"
771,Audi,A4,2010,2.7D,240 tūkst.,"6,800  €"
772,Audi,A4,2005,2.5D,245 tūkst.,"2,500  €"
773,Audi,A2,2003,1.4D,351 tūkst.,"2,350  €"
774,Audi,A6,2008,3.0D,308 tūkst.,"5,850  €"
775,Audi,A6,2006,3.0D,-,"3,790  €"
776,Audi,A3,2004,1.9D,420 tūkst.,"2,100  €"
777,Audi,A4,2002,2.0,343 tūkst.,"1,195  €"
778,Audi,A4,2009,2.0D,311 tūkst.,"5,495  €"
779,Audi,A4,2015,2.0,120 tūkst.,"13,990  €"
780,Audi,80,1994,1.9D,388 tūkst.,"1,300  €"
781,Audi,A4,1996,1.9D,293 tūkst.,"1,300  €"
782,Audi,A4,2004,2.5,-,pērku 
783,Audi,A4,2011,2.0D,236 tūkst.,"7,300  €"
784,Audi,Coupe,1985,2.2,232 tūkst.,"15,000  €"
785,Audi,Q7,2013,3.0D,266 tūkst.,"17,996  €"
786,Audi,Q7,2008,3.0D,263 tūkst.,"7,600  €"
787,Audi,A4,2005,2.0D,309 tūkst.,"2,300  €"
788,Audi,-,2017,1.6D,171 tūkst.,"18,900  €"
789,Audi,Allroad,2007,2.7D,390 tūkst.,"4,900  €"
790,Audi,A4,2005,2.0D,242 tūkst.,"2,700  €"
791,Audi,A4,1999,2.5D,260 tūkst.,"1,450  €"
792,Audi,A4,1996,1.9D,333 tūkst.,"1,200  €"
793,Audi,A6,2008,2.7D,279 tūkst.,"4,770  €"
794,Audi,Coupe,1985,1.8,237 tūkst.,"5,200  €"
795,Audi,A6,2006,3.0D,429 tūkst.,"4,500  €"
796,Audi,Q5,2013,2.0D,199 tūkst.,"15,890  €"
797,Audi,A3,1999,1.6,331 tūkst.,950  €
798,Audi,Q7,2006,3.0D,282 tūkst.,"7,500  €"
799,Audi,TT,2003,1.8,185 tūkst.,"3,900  €"
800,Audi,C200,2004,2.2D,355 tūkst.,"1,500  € maiņai"
801,Audi,A6,2015,3.0D,254 tūkst.,"17,900  €"
802,Audi,A6,2012,3.0D,252 tūkst.,"10,820  €"
803,Audi,Transporter,1998,1.9D,259 tūkst.,"2,300  € maiņai"
804,Audi,A4,2012,2.0D,240 tūkst.,"9,480  €"
805,Audi,S5,2009,4.2,-,"13,700  €"
806,Audi,A3,2007,2.0D,314 tūkst.,"4,250  € maiņai"
807,Audi,Q5,2014,3.0D,265 tūkst.,"20,900  €"
808,Audi,A6,2005,3.0D,425 tūkst.,"2,822  €"
809,Audi,A6,2003,1.9D,430 tūkst.,"1,300  €"
810,Audi,A3,2000,1.9D,341 tūkst.,"1,050  €"
811,Audi,Allroad,2001,2.5D,341 tūkst.,"2,000  €"
812,Audi,A4,2002,1.9D,416 tūkst.,"2,100  €"
813,Audi,Quattro,1991,2.3,328 tūkst.,"3,100  €"
814,Audi,E-tron,2022,E,14 tūkst.,"55,900  €"
815,Audi,A3,2009,1.9D,142 tūkst.,"6,400  €"
816,Audi,A3,2003,1.6,270 tūkst.,"2,790  €"
817,Audi,A4,2017,1.4,165 tūkst.,"16,550  €"
818,Audi,Q7,2015,3.0D,172 tūkst.,"29,950  €"
819,Audi,A5,2009,2.7D,-,"9,500  €"
820,Audi,Allroad,2012,3.0D,-,"15,800  €"
821,Audi,Q7,2017,3.0D,-,"31,500  €"
822,Audi,A6,2005,3.2,-,"3,200  €"
823,Audi,A4,2005,3.0D,-,"3,800  €"
824,Audi,Quattro,1998,2.5D,468 tūkst.,"1,250  €"
825,Audi,A4,2006,2.0D,405 tūkst.,"2,450  €"
826,Audi,A6,1997,2.5D,491 tūkst.,"2,500  €"
827,Audi,90,1985,2.0,230 tūkst.,"2,700  €"
828,Audi,A6,2006,3.0D,350 tūkst.,"4,800  €"
829,Audi,A4,2009,2.0D,296 tūkst.,"5,290  €"
830,Audi,A4,2003,1.9D,372 tūkst.,"3,450  €"
831,Audi,Q7,2017,4.0D,122 tūkst.,"54,950  €"
832,Audi,A6,2005,2.0D,303 tūkst.,"2,750  €"
833,Audi,A4,2006,2.0D,-,"1,550  €"
834,Audi,A6,1994,2.5D,358 tūkst.,600  €
835,Audi,A4,2004,1.9D,-,"2,650  €"
836,Audi,A6,2004,3.0D,-,"3,800  €"
837,Audi,A4,2016,2.0D,275 tūkst.,"14,950  €"
838,Audi,A6,2005,2.7D,317 tūkst.,"3,750  €"
839,Audi,A6,2001,1.9D,-,"1,450  €"
840,Audi,A4,2008,2.0D,422 tūkst.,"4,700  €"
841,Audi,A4,2004,3.0D,335 tūkst.,"3,300  €"
842,Audi,A4,2000,1.9D,334 tūkst.,"2,200  €"
843,Audi,A8,2005,4.2,255 tūkst.,"5,200  €"
844,Audi,Q5,2013,2.0,230 tūkst.,"16,700  €"
845,Audi,Quattro,2002,1.8,234 tūkst.,"2,700  €"
846,Audi,A6,2007,2.0D,252 tūkst.,"5,975  €"
847,Audi,Q5,2009,3.0D,264 tūkst.,"11,990  €"
848,Audi,A4,2005,3.0D,268 tūkst.,"4,100  €"
849,Audi,Allroad,2015,3.0D,-,"19,700  €"
850,Audi,A6,1995,2.5D,650 tūkst.,"2,300  €"
851,Audi,TT,1999,1.8,326 tūkst.,"4,400  €"
852,Audi,A6,1996,2.5D,497 tūkst.,"1,400  €"
853,Audi,A4,2006,1.9D,325 tūkst.,"3,150  €"
854,Audi,80,1994,1.8,349 tūkst.,"4,500  €"
855,Audi,A6,2002,2.4,388 tūkst.,"2,400  €"
856,Audi,A7,2012,3.0D,251 tūkst.,"12,900  €"
857,Audi,A5,2008,2.7D,280 tūkst.,"7,500  €"
858,Audi,A3,1999,1.9D,318 tūkst.,850  €
859,Audi,A4,1996,1.6,407 tūkst.,650  €
860,Audi,A6,2007,2.0D,260 tūkst.,"4,500  €"
861,Audi,Q5,2012,3.2,320 tūkst.,"12,000  €"
862,Audi,A3,2008,2.0D,-,"6,500  €"
863,Audi,A4,2001,1.8,281 tūkst.,"2,950  €"
864,Audi,A6,2010,2.0D,203 tūkst.,"7,500  €"
865,Audi,A4,2007,1.8,250 tūkst.,"5,900  €"
866,Audi,A6,2008,3.0D,378 tūkst.,"4,500  €"
867,Audi,A6,2011,3.0D,306 tūkst.,"11,000  €"
868,Audi,A6,1999,2.4,312 tūkst.,"1,300  €"
869,Audi,A3,1997,1.9D,385 tūkst.,"1,600  €"
870,Audi,A8,2008,3.0D,-,"8,990  €"
871,Audi,A4,2008,3.0D,-,"7,500  €"
872,Audi,A4,2006,3.0D,-,"4,950  €"
873,Audi,Q7,2007,3.0D,-,"9,250  €"
874,Audi,A4,2004,3.0,-,"3,950  €"
875,Audi,A4,2001,1.9D,380 tūkst.,"1,590  €"
876,Audi,A4,1996,1.8,270 tūkst.,"1,250  €"
877,Audi,A3,2006,2.0D,322 tūkst.,"3,900  €"
878,Audi,A7,2012,3.0D,300 tūkst.,"25,000  €"
879,Audi,80,1989,2.0,276 tūkst.,600  €
880,Audi,Quattro,1995,2.0,348 tūkst.,"1,700  €"
