,Manufacturer,Model,Year,Motor Liters,Milage,Price
17586,Volkswagen,Amarok,2017,3.0D,166 tūkst.,"26,800  €"
17587,Volkswagen,Multivan,1994,2.4D,360 tūkst.,"1,250  €"
17588,Volkswagen,Touran,2015,1.6D,163 tūkst.,"11,000  €"
17589,Volkswagen,Transporter,2000,2.5D,360 tūkst.,"3,750  €"
17590,Volkswagen,Bora,1998,1.6,238 tūkst.,"1,800  €"
17591,Volkswagen,Passat (B5),2004,1.6,155 tūkst.,"1,800  €"
17592,Volkswagen,T5,2007,2.5D,456 tūkst.,"4,599  €"
17593,Volkswagen,Passat (B8),2018,2.0D,198 tūkst.,"17,900  €"
17594,Volkswagen,Crafter,2017,2.0,-,"20,328  €"
17595,Volkswagen,Caravelle,1997,2.5D,330 tūkst.,"2,500  €"
17596,Volkswagen,Caravelle,1996,2.5D,628 tūkst.,"3,600  €"
17597,Volkswagen,Touareg,2007,2.5D,477 tūkst.,"4,200  €"
17598,Volkswagen,Multivan,1993,2.4D,456 tūkst.,"2,500  €"
17599,Volkswagen,Amarok,2015,2.0D,223 tūkst.,"24,490  €"
17600,Volkswagen,Golf 4,1998,1.6,-,"1,400  €"
17601,Volkswagen,Golf 4,1998,1.4,-,"1,800  €"
17602,Volkswagen,Caddy,2005,1.9D,435 tūkst.,"1,950  €"
17603,Volkswagen,Passat (B8),2017,2.0,152 tūkst.,"18,790  €"
17604,Volkswagen,Golf 6,2013,1.6D,240 tūkst.,"5,990  €"
17605,Volkswagen,Golf 7,2015,E,44 tūkst.,"13,990  €"
17606,Volkswagen,Golf Plus,2009,1.4,-,"6,600  €"
17607,Volkswagen,Crafter,2018,2.0D,205 tūkst.,"18,000  €"
17608,Volkswagen,Tiguan,2017,2.0D,188 tūkst.,"21,000  €"
17609,Volkswagen,T-Roc,2022,1.5,8.5 tūkst.,"29,000  €"
17610,Volkswagen,Citi,2020,E,19 tūkst.,"29,500  €"
17611,Volkswagen,Polo,2008,1.4,248 tūkst.,"1,500  €"
17612,Volkswagen,Golf 4,2003,1.6,-,"2,700  €"
17613,Volkswagen,T4,2000,2.5D,311 tūkst.,"3,600  €"
17614,Volkswagen,Transporter,2000,2.5D,311 tūkst.,"3,600  €"
17615,Volkswagen,Touran,2006,2.0D,360 tūkst.,"3,700  €"
17616,Volkswagen,Passat (B5),2002,1.9D,400 tūkst.,"1,999  €"
17617,Volkswagen,T6,2016,2.0D,200 tūkst.,"20,700  €"
17618,Volkswagen,Caddy,2011,1.6D,140 tūkst.,"6,900  €"
17619,Volkswagen,Touran,2013,1.6D,373 tūkst.,"5,850  €"
17620,Volkswagen,Transporter,2001,2.5D,395 tūkst.,"3,000  €"
17621,Volkswagen,Tiguan,2019,2.0D,131 tūkst.,"26,500  €"
17622,Volkswagen,Golf 4,2003,1.9D,312 tūkst.,"2,800  €"
17623,Volkswagen,Golf 5,2004,1.6,274 tūkst.,"2,200  €"
17624,Volkswagen,Crafter,2018,2.0D,-,"27,709  €"
17625,Volkswagen,Caravelle,2020,2.0D,39 tūkst.,"39,900  €"
17626,Volkswagen,T4,1998,2.5D,570 tūkst.,"2,110  €"
17627,Volkswagen,Passat (B7),2011,2.0D,365 tūkst.,"5,550  €"
17628,Volkswagen,Touran,2006,2.0D,334 tūkst.,"1,850  €"
17629,Volkswagen,Golf 7,2017,1.6D,110 tūkst.,"9,900  €"
17630,Volkswagen,Golf 7,2015,1.6D,203 tūkst.,"8,380  €"
17631,Volkswagen,Passat (B6),2008,2.0D,315 tūkst.,"3,350  €"
17632,Volkswagen,Golf 6,2009,1.4,215 tūkst.,"5,200  €"
17633,Volkswagen,Golf 7,2019,1.6D,193 tūkst.,"11,650  €"
17634,Volkswagen,Touran,2003,2.0D,-,"1,890  €"
17635,Volkswagen,Sharan,2017,2.0D,250 tūkst.,"14,500  €"
17636,Volkswagen,Passat (B8),2018,2.0D,199 tūkst.,"13,500  €"
17637,Volkswagen,Sharan,2009,2.0D,312 tūkst.,"3,100  €"
17638,Volkswagen,Crafter,2018,2.0D,180 tūkst.,"17,500  €"
17639,Volkswagen,Crafter,2017,2.0D,-,"21,659  €"
17640,Volkswagen,Tiguan,2017,2.0D,199 tūkst.,"20,499  €"
17641,Volkswagen,Caddy,2016,2.0D,177 tūkst.,"10,500  €"
17642,Volkswagen,Caddy,2014,1.6D,177 tūkst.,"7,780  €"
17643,Volkswagen,Passat (B6),2008,2.0D,-,"2,590  €"
17644,Volkswagen,Golf 5,2005,2.0D,-,"2,490  €"
17645,Volkswagen,T4,1995,2.4D,840 tūkst.,"1,300  €"
17646,Volkswagen,T5,2004,1.9D,353 tūkst.,"5,000  €"
17647,Volkswagen,Passat (B5),2004,1.9D,339 tūkst.,"1,900  €"
17648,Volkswagen,Touareg,2007,3.0D,339 tūkst.,"7,000  €"
17649,Volkswagen,Passat (B6),2005,2.0D,199 tūkst.,"3,700  €"
17650,Volkswagen,Golf Plus,2007,1.9D,194 tūkst.,"4,888  €"
17651,Volkswagen,Passat (B6),2008,2.0D,188 tūkst.,"4,350  €"
17652,Volkswagen,Multivan,2011,2.0D,187 tūkst.,"19,000  €"
17653,Volkswagen,Passat (B8),2016,1.4,225 tūkst.,"8,500  €"
17654,Volkswagen,LT,2003,2.5D,304 tūkst.,"2,500  €"
17655,Volkswagen,Golf 3,1994,1.8,33 tūkst.,850  €
17656,Volkswagen,Passat (B6),2007,2.0D,378 tūkst.,"2,290  €"
17657,Volkswagen,Passat (B5),2002,1.9D,355 tūkst.,780  €
17658,Volkswagen,Crafter,2012,2.0D,165 tūkst.,"9,500  €"
17659,Volkswagen,Passat (B8),2018,1.6D,212 tūkst.,"16,550  €"
17660,Volkswagen,Passat (B8),2017,2.0D,152 tūkst.,"15,950  €"
17661,Volkswagen,Golf 6,2009,2.0D,275 tūkst.,"4,700  €"
17662,Volkswagen,A3,2015,1.6D,259 tūkst.,"10,990  € maiņai"
17663,Volkswagen,Crafter,2010,2.5D,399 tūkst.,"6,900  €"
17664,Volkswagen,Amarok,2017,3.0D,273 tūkst.,"21,600  €"
17665,Volkswagen,Passat (B8),2020,2.0D,150 tūkst.,"23,150  €"
17666,Volkswagen,Transporter,1999,2.4D,-,"2,400  €"
17667,Volkswagen,Amarok,2019,3.0D,230 tūkst.,"30,000  €"
17668,Volkswagen,Tiguan,2018,1.4,79 tūkst.,"26,900  € maiņai"
17669,Volkswagen,Golf 7,2019,1.5,78 tūkst.,"14,880  €"
17670,Volkswagen,Tiguan,2015,1.4,118 tūkst.,"13,500  €"
17671,Volkswagen,Golf 4,2003,1.9D,245 tūkst.,"2,450  €"
17672,Volkswagen,Tiguan,2012,2.0D,215 tūkst.,"10,990  €"
17673,Volkswagen,Touran,2007,2.0D,285 tūkst.,"3,400  €"
17674,Volkswagen,Caravelle,2015,2.0D,294 tūkst.,"17,950  €"
17675,Volkswagen,Caravelle,2013,2.0D,280 tūkst.,"14,800  €"
17676,Volkswagen,Golf 7,2018,2.0,91 tūkst.,"24,300  €"
17677,Volkswagen,Passat (B7),2011,1.6D,228 tūkst.,"6,395  €"
17678,Volkswagen,Golf 7,2017,1.4,80 tūkst.,"15,200  €"
17679,Volkswagen,Touareg,2015,3.0D,320 tūkst.,"18,990  €"
17680,Volkswagen,Caddy,2011,1.6D,300 tūkst.,"7,500  €"
17681,Volkswagen,Caddy,2011,1.6D,142 tūkst.,"6,500  €"
17682,Volkswagen,Sharan,2015,2.0D,228 tūkst.,"13,000  €"
17683,Volkswagen,Tiguan,2018,2.0D,105 tūkst.,"25,900  €"
17684,Volkswagen,Touran,2016,2.0D,161 tūkst.,"17,500  €"
17685,Volkswagen,Golf 5,2008,2.0D,251 tūkst.,"3,300  €"
17686,Volkswagen,Touran,2006,2.0D,345 tūkst.,"3,200  €"
17687,Volkswagen,Golf 2,1990,1.6D,250 tūkst.,"2,200  €"
17688,Volkswagen,Passat (B8),2019,1.5,111 tūkst.,"17,900  €"
17689,Volkswagen,Passat (B6),2006,1.9D,358 tūkst.,"3,400  €"
17690,Volkswagen,Caddy,2016,1.6D,444 tūkst.,"6,900  €"
17691,Volkswagen,T5,2004,1.9D,-,"2,500  €"
17692,Volkswagen,Passat (B8),2019,2.0D,149 tūkst.,"28,490  €"
17693,Volkswagen,Passat (B8),2019,2.0D,132 tūkst.,"27,490  €"
17694,Volkswagen,Multivan,2013,2.0D,367 tūkst.,"17,700  €"
17695,Volkswagen,Golf 2,1990,1.6,322 tūkst.,"1,500  €"
17696,Volkswagen,Golf 7,2016,1.6D,110 tūkst.,"8,500  €"
17697,Volkswagen,Golf 4,2002,1.6,-,"2,700  €"
17698,Volkswagen,Caddy,2011,2.0D,201 tūkst.,"8,300  €"
17699,Volkswagen,Touran,2006,1.9D,233 tūkst.,"3,300  €"
17700,Volkswagen,Touareg,2006,3.0D,267 tūkst.,"4,100  €"
17701,Volkswagen,Passat (B8),2016,2.0D,-,"12,850  €"
17702,Volkswagen,T4,2002,2.5D,328 tūkst.,"3,300  €"
17703,Volkswagen,Touareg,2017,3.0D,225 tūkst.,"24,500  €"
17704,Volkswagen,Polo,2011,1.2D,236 tūkst.,"4,400  €"
17705,Volkswagen,Transporter,2010,2.0D,223 tūkst.,"12,900  €"
17706,Volkswagen,Polo,2009,1.2,149 tūkst.,"3,800  €"
17707,Volkswagen,T5,2005,2.5D,377 tūkst.,"7,500  €"
17708,Volkswagen,Jetta,2006,1.9D,270 tūkst.,"2,200  €"
17709,Volkswagen,Polo,2019,1.6D,-,"10,600  €"
17710,Volkswagen,Passat (B8),2016,1.4,160 tūkst.,"9,700  €"
17711,Volkswagen,Passat (B6),2006,1.9D,266 tūkst.,"1,500  €"
17712,Volkswagen,Touran,2017,1.6D,-,"10,750  €"
17713,Volkswagen,Touran,2010,1.9D,-,"4,070  €"
17714,Volkswagen,Golf Plus,2011,1.2,-,"6,570  €"
17715,Volkswagen,Touareg,2005,2.5D,281 tūkst.,"3,300  €"
17716,Volkswagen,Golf 4,1999,1.6,290 tūkst.,"1,000  €"
17717,Volkswagen,Golf 4,2000,1.6,156 tūkst.,"1,000  €"
17718,Volkswagen,Beetle,2004,1.6,180 tūkst.,"3,200  €"
17719,Volkswagen,Touran,2012,2.0D,-,"6,850  €"
17720,Volkswagen,Caravelle,2018,2.0D,192 tūkst.,"27,995  €"
17721,Volkswagen,Caddy,2018,2.0D,-,"8,999  €"
17722,Volkswagen,Caddy,2006,1.9D,200 tūkst.,"4,600  €"
17723,Volkswagen,Golf 6,2012,1.6D,463 tūkst.,"2,800  €"
17724,Volkswagen,Sharan,2017,2.0D,-,"13,950  €"
17725,Volkswagen,Caddy,2009,1.4,139 tūkst.,"4,900  €"
17726,Volkswagen,Tiguan,2010,2.0D,193 tūkst.,"9,650  €"
17727,Volkswagen,Tiguan,2014,2.0D,-,"13,500  €"
17728,Volkswagen,Passat (B8),2016,2.0D,262 tūkst.,"12,690  €"
17729,Volkswagen,Crafter,2008,2.5D,275 tūkst.,"7,700  €"
17730,Volkswagen,Touran,2007,2.0D,299 tūkst.,"3,100  €"
17731,Volkswagen,Tiguan,2018,2.0D,53 tūkst.,"23,000  €"
17732,Volkswagen,Touareg,2008,3.0D,403 tūkst.,"7,650  €"
17733,Volkswagen,Passat (B8),2017,1.8,134 tūkst.,"18,000  €"
17734,Volkswagen,Tiguan,2016,1.4,106 tūkst.,"17,350  €"
17735,Volkswagen,Multivan,2012,2.0D,226 tūkst.,"18,500  € maiņai"
17736,Volkswagen,Caddy,2006,1.9D,366 tūkst.,"3,700  €"
17737,Volkswagen,Passat (B6),2007,2.0D,-,"2,650  €"
17738,Volkswagen,Golf 5,2007,1.9D,403 tūkst.,"2,800  €"
17739,Volkswagen,Golf 4,2004,1.9D,361 tūkst.,"1,700  €"
17740,Volkswagen,Sharan,2004,1.9D,327 tūkst.,"1,900  €"
17741,Volkswagen,Sharan,2007,2.0D,245 tūkst.,"4,890  €"
17742,Volkswagen,Passat (B6),2010,1.6D,281 tūkst.,"4,490  €"
17743,Volkswagen,Passat (B8),2015,2.0D,180 tūkst.,"13,400  €"
17744,Volkswagen,Passat (B8),2015,2.0D,291 tūkst.,"13,000  €"
17745,Volkswagen,Caddy,2012,1.6D,222 tūkst.,"6,490  €"
17746,Volkswagen,Touareg,2018,3.0D,-,"33,900  €"
17747,Volkswagen,Arteon,2018,2.0D,68 tūkst.,"26,000  €"
17748,Volkswagen,Passat (B8),2016,1.6D,175 tūkst.,"11,999  €"
17749,Volkswagen,Bora,1998,2.3,267 tūkst.,"1,650  €"
17750,Volkswagen,Passat (B6),2008,1.9D,402 tūkst.,"1,700  €"
17751,Volkswagen,Golf 4,2002,1.9D,260 tūkst.,"1,750  €"
17752,Volkswagen,Passat (B8),2017,1.8,139 tūkst.,"14,900  €"
17753,Volkswagen,Golf 7,2015,2.0D,233 tūkst.,"9,098  €"
17754,Volkswagen,Transporter,2005,2.5D,-,"4,900  €"
17755,Volkswagen,Golf 5,2008,1.9D,-,"2,800  €"
17756,Volkswagen,Tiguan,2014,2.0D,290 tūkst.,"7,600  €"
17757,Volkswagen,Passat (B6),2005,1.9D,-,"2,550  €"
17758,Volkswagen,Sharan,2000,1.9D,299 tūkst.,"1,500  €"
17759,Volkswagen,Passat (B8),2018,1.6D,184 tūkst.,"13,490  €"
17760,Volkswagen,Passat (B8),2015,2.0D,149 tūkst.,"13,900  €"
17761,Volkswagen,Touran,2007,2.0D,-,"3,490  €"
17762,Volkswagen,Arteon,2018,2.0D,159 tūkst.,"24,500  €"
17763,Volkswagen,Golf Plus,2006,1.9D,-,"2,600  €"
17764,Volkswagen,Golf 7,2013,1.6D,200 tūkst.,"7,700  €"
17765,Volkswagen,Beetle,2002,1.6,245 tūkst.,"1,290  €"
17766,Volkswagen,Passat (B5),2004,1.9D,330 tūkst.,"2,250  €"
17767,Volkswagen,Bora,2001,2.0,290 tūkst.,"1,650  €"
17768,Volkswagen,Golf Plus,2011,1.6D,235 tūkst.,"6,500  €"
17769,Volkswagen,Passat (B5),2002,2.5D,-,"2,190  €"
17770,Volkswagen,Crafter,2018,2.0D,-,"21,175  €"
17771,Volkswagen,Lupo,1998,1.4,125 tūkst.,900  €
17772,Volkswagen,Caddy,2004,1.9D,-,"3,950  €"
17773,Volkswagen,Golf 7,2013,1.6D,-,"5,950  €"
17774,Volkswagen,Jetta,2012,1.4,304 tūkst.,"5,600  €"
17775,Volkswagen,Touran,2008,1.9D,-,"2,850  €"
17776,Volkswagen,Tiguan,2011,2.0D,-,"7,600  €"
17777,Volkswagen,Touareg,2006,3.0D,463 tūkst.,"6,290  €"
17778,Volkswagen,Passat (B6),2008,2.0D,358 tūkst.,"2,300  €"
17779,Volkswagen,T5,2004,1.9D,270 tūkst.,"6,190  €"
17780,Volkswagen,Transporter,2004,1.9D,270 tūkst.,"6,190  €"
17781,Volkswagen,Golf 7,2015,1.6D,123 tūkst.,"8,700  €"
17782,Volkswagen,Golf Variant,1999,1.9D,300 tūkst.,"1,500  €"
17783,Volkswagen,Touran,2007,1.9D,-,"4,590  €"
17784,Volkswagen,Polo,2016,1.2,192 tūkst.,"6,500  €"
17785,Volkswagen,Passat (B8),2019,1.6D,170 tūkst.,"16,800  €"
17786,Volkswagen,Caddy,2012,1.6D,317 tūkst.,"8,000  € maiņai"
17787,Volkswagen,Tiguan,2011,2.0D,216 tūkst.,"11,590  €"
17788,Volkswagen,Tiguan,2018,2.0D,194 tūkst.,"18,990  €"
17789,Volkswagen,Passat Alltrack,2019,2.0D,139 tūkst.,"22,500  €"
17790,Volkswagen,Kuga,2011,2.0D,169 tūkst.,"6,190  € maiņai"
17791,Volkswagen,Passat (B7),2011,1.4,357 tūkst.,"4,990  €"
17792,Volkswagen,Caddy,2014,1.6D,388 tūkst.,"6,000  €"
17793,Volkswagen,Citi,2023,E,12,"56,216  €"
17794,Volkswagen,Citi,2022,E,33 tūkst.,"48,900  €"
17795,Volkswagen,Touran,2011,2.0D,-,"7,600  €"
17796,Volkswagen,Golf 5,2008,1.9D,261 tūkst.,"2,200  €"
17797,Volkswagen,Amarok,2017,3.0D,271 tūkst.,"20,900  €"
17798,Volkswagen,Passat (B7),2013,2.0D,216 tūkst.,"6,800  €"
17799,Volkswagen,Taigo,2022,1.0,31 tūkst.,"17,990  €"
17800,Volkswagen,Lupo,2000,1.7D,139 tūkst.,"1,400  €"
17801,Volkswagen,T-Cross,2023,1.0,10,"24,260  €"
17802,Volkswagen,T-Cross,2023,1.0,10,"24,280  €"
17803,Volkswagen,Taigo,2023,1.5,12,"27,570  €"
17804,Volkswagen,Passat (B3),1988,1.8,-,"3,000  €"
17805,Volkswagen,Lupo,1999,1.0,200 tūkst.,"1,150  €"
17806,Volkswagen,Eos,2007,1.6,220 tūkst.,"4,600  €"
17807,Volkswagen,Lupo,2001,1.4,-,"1,499  €"
17808,Volkswagen,Citi,2023,E,9 tūkst.,"64,000  €"
17809,Volkswagen,Citi,2023,E,15,"55,918  €"
17810,Volkswagen,T-Cross,2021,1.0,68 tūkst.,"15,950  €"
17811,Volkswagen,T6,2017,2.0D,234 tūkst.,"8,999  €"
17812,Volkswagen,Up!,2014,1.0,121 tūkst.,"6,400  €"
17813,Volkswagen,Passat (B4),1995,1.8,-,"1,800  €"
17814,Volkswagen,Lupo,2002,1.2D,291 tūkst.,"2,100  €"
17815,Volkswagen,Fox,2005,1.4,319 tūkst.,"1,300  €"
17816,Volkswagen,Passat (B4),1995,1.9D,442 tūkst.,"1,500  €"
17817,Volkswagen,Fox,2005,1.2,206 tūkst.,"1,750  €"
17818,Volkswagen,T3,1989,1.9,253 tūkst.,"2,000  €"
17819,Volkswagen,Fox,2005,1.2,180 tūkst.,"1,500  €"
17820,Volkswagen,Passat (B2),1986,1.6,202 tūkst.,"3,000  €"
17821,Volkswagen,Taigo,2023,1.0,14 tūkst.,"24,900  €"
17822,Volkswagen,Golf 8,2019,2.0D,-,"14,990  €"
17823,Volkswagen,Golf 8,2018,2.0D,180 tūkst.,"15,500  €"
17824,Volkswagen,4008,2013,1.6D,172 tūkst.,"8,990  € maiņai"
17825,Volkswagen,Scirocco,2013,2.0D,235 tūkst.,"7,999  €"
17826,Volkswagen,Scirocco,2009,1.4,108 tūkst.,"7,500  €"
17827,Volkswagen,Up!,2013,1.0,128 tūkst.,"4,990  €"
17828,Volkswagen,T2,1976,1.6,100 tūkst.,"1,590  €"
17829,Volkswagen,Passat (B4),1996,1.9D,333 tūkst.,"1,000  €"
17830,Volkswagen,Passat (B3),1990,1.9D,400 tūkst.,"1,050  €"
17831,Volkswagen,Golf 1,1985,1.5,150 tūkst.,"5,990  €"
17832,Volkswagen,Phaeton,2013,3.0D,115 tūkst.,"17,500  €"
17833,Volkswagen,Beetle,1999,2.0,200 tūkst.,990  €
17834,Volkswagen,Arteon,2021,2.0,40 tūkst.,"47,800  €"
17835,Volkswagen,Golf 3,1996,1.9D,160 tūkst.,850  €
17836,Volkswagen,Taigo,2023,1.5,9.9 tūkst.,"27,500  €"
17837,Volkswagen,Passat Variant,1998,1.6,304 tūkst.,"1,499  €"
17838,Volkswagen,Scirocco,2009,1.4,272 tūkst.,"6,500  €"
17839,Volkswagen,Up!,2019,1.0,64 tūkst.,"8,500  €"
17840,Volkswagen,Taigo,2022,1.0,11 tūkst.,"26,500  €"
17841,Volkswagen,Golf 8,2020,2.0D,36 tūkst.,"24,490  €"
17842,Volkswagen,Citi,2021,E,52 tūkst.,"27,800  €"
17843,Volkswagen,Up!,2016,1.0,-,"4,990  €"
17844,Volkswagen,Passat (B4),1996,1.6,-,790  €
17845,Volkswagen,Golf Sportsvan,2014,1.4,189 tūkst.,"7,990  €"
17846,Volvo,S60,2005,2.4D,385 tūkst.,"2,850  €"
17847,Volvo,XC 90,2007,2.4D,433 tūkst.,"6,000  €"
17848,Volvo,V60,2012,1.6D,-,"3,490  €"
17849,Volvo,S80,2004,2.4D,322 tūkst.,"2,450  €"
17850,Volvo,V70,2006,2.4D,287 tūkst.,"3,970  €"
17851,Volvo,S60,2007,2.4D,-,"3,790  €"
17852,Volvo,V50,2012,1.6D,279 tūkst.,"4,495  €"
17853,Volvo,XC 60,2009,2.4D,-,"9,870  €"
17854,Volvo,C30,2008,2.4D,-,"4,990  €"
17855,Volvo,V40,2015,2.0D,-,"14,990  €"
17856,Volvo,V70,-,-,-,pērku 
17857,Volvo,S60,-,-,-,pērku 
17858,Volvo,V70,2009,2.4D,-,"6,800  €"
17859,Volvo,S60,-,-,-,pērku 
17860,Volvo,V70,-,-,-,pērku 
17861,Volvo,V60,2013,2.4D,150 tūkst.,"11,200  €"
17862,Volvo,S80,1999,2.5D,353 tūkst.,935  €
17863,Volvo,V70,2005,2.4D,415 tūkst.,"1,600  €"
17864,Volvo,V70,2012,2.0D,304 tūkst.,"9,500  €"
17865,Volvo,XC 60,2012,2.4D,258 tūkst.,"11,300  €"
17866,Volvo,S40,2011,1.6D,252 tūkst.,"4,399  €"
17867,Volvo,V50,2011,1.6D,258 tūkst.,"4,350  €"
17868,Volvo,S40,2005,2.0D,-,"2,350  €"
17869,Volvo,S60,2008,2.4D,-,"4,150  €"
17870,Volvo,XC 60,2012,2.4D,172 tūkst.,"13,500  €"
17871,Volvo,S40,2006,2.4D,331 tūkst.,"1,750  €"
17872,Volvo,XC 60,2020,2.0D,93 tūkst.,"31,990  €"
17873,Volvo,V60,2020,2.0D,115 tūkst.,"26,990  €"
17874,Volvo,S80,2007,2.4D,-,"3,650  €"
17875,Volvo,V60,2019,2.0D,168 tūkst.,"19,990  €"
17876,Volvo,V70,2010,2.0D,219 tūkst.,"5,600  €"
17877,Volvo,XC 90,2008,2.4D,332 tūkst.,"7,050  €"
17878,Volvo,XC 60,2019,2.0D,109 tūkst.,"30,990  €"
17879,Volvo,S80,1999,2.8,267 tūkst.,"2,250  €"
17880,Volvo,C30,2007,2.0D,212 tūkst.,"3,495  €"
17881,Volvo,XC 60,2022,2.0H,13 tūkst.,"59,000  €"
17882,Volvo,XC 60,2019,2.0D,104 tūkst.,"27,800  €"
17883,Volvo,V70,2001,2.5D,398 tūkst.,"1,400  €"
17884,Volvo,C30,2007,2.4D,283 tūkst.,"4,100  €"
17885,Volvo,XC 70,2007,2.4D,-,"4,599  €"
17886,Volvo,V70,2009,2.4D,-,"3,799  €"
17887,Volvo,V70,2008,2.4D,-,"2,999  €"
17888,Volvo,V70,2002,2.4D,-,"1,400  €"
17889,Volvo,S60,2004,2.4D,-,"1,599  €"
17890,Volvo,V60,2020,2.0D,-,"19,999  €"
17891,Volvo,V70,2006,2.4D,325 tūkst.,"1,900  €"
17892,Volvo,V70,2016,2.0D,300 tūkst.,"9,600  €"
17893,Volvo,V60,2015,2.0D,132 tūkst.,"9,970  €"
17894,Volvo,XC 70,2011,2.4D,-,"7,800  €"
17895,Volvo,XC 90,2008,2.4D,267 tūkst.,"7,790  €"
17896,Volvo,V60,2013,2.4H,236 tūkst.,"10,950  €"
17897,Volvo,S60,2001,2.4,344 tūkst.,"1,285  €"
17898,Volvo,V70,2015,2.0D,-,"9,300  €"
17899,Volvo,V70,2008,2.0D,549 tūkst.,"2,400  €"
17900,Volvo,V50,2008,2.4D,310 tūkst.,"3,990  €"
17901,Volvo,V90,2019,2.0D,236 tūkst.,"16,900  €"
17902,Volvo,XC 60,2015,2.4D,252 tūkst.,"15,450  €"
17903,Volvo,XC 90,2017,2.0D,199 tūkst.,"29,600  €"
17904,Volvo,V40,2019,1.5,78 tūkst.,"18,300  €"
17905,Volvo,XC 60,2013,2.0D,250 tūkst.,"13,500  €"
17906,Volvo,XC 60,2010,2.4D,243 tūkst.,"8,990  €"
17907,Volvo,V70,2016,2.0,-,"10,499  €"
17908,Volvo,XC 60,2012,2.4D,240 tūkst.,"11,300  €"
17909,Volvo,V70,2013,2.0D,295 tūkst.,"7,650  €"
17910,Volvo,XC 60,2009,2.4D,214 tūkst.,"8,700  €"
17911,Volvo,S60,2011,2.0D,-,"7,390  €"
17912,Volvo,V70,2008,2.4D,400 tūkst.,"4,999  €"
17913,Volvo,XC 60,2018,2.0D,191 tūkst.,"26,000  €"
17914,Volvo,V60,2014,2.4D,206 tūkst.,"12,990  €"
17915,Volvo,V60,2013,2.4D,229 tūkst.,"9,900  €"
17916,Volvo,S60,2008,2.4D,355 tūkst.,"4,595  €"
17917,Volvo,S80,2004,2.4D,257 tūkst.,"3,950  €"
17918,Volvo,XC 90,2004,2.4D,280 tūkst.,"5,550  €"
17919,Volvo,V70,2006,2.4D,298 tūkst.,"1,590  €"
17920,Volvo,V70,2008,2.4D,298 tūkst.,"3,380  €"
17921,Volvo,XC 90,2007,2.4D,287 tūkst.,"5,490  €"
17922,Volvo,V40,2013,1.6D,285 tūkst.,"8,500  €"
17923,Volvo,V70,2008,2.4D,-,"6,150  €"
17924,Volvo,S60,2011,2.0D,229 tūkst.,"6,990  €"
17925,Volvo,V60,2011,2.0D,228 tūkst.,"6,750  €"
17926,Volvo,V70,2006,2.4D,309 tūkst.,"3,150  €"
17927,Volvo,V70,2017,2.0D,253 tūkst.,"10,900  €"
17928,Volvo,V50,2009,1.6D,289 tūkst.,"2,650  €"
17929,Volvo,XC 60,2020,2.0D,156 tūkst.,"33,950  €"
17930,Volvo,XC 60,2009,2.4D,248 tūkst.,"10,200  €"
17931,Volvo,V50,2011,1.6D,239 tūkst.,"4,390  €"
17932,Volvo,XC 60,2009,2.4D,310 tūkst.,"8,700  €"
17933,Volvo,V60,2015,2.0D,209 tūkst.,"10,499  €"
17934,Volvo,V90,2018,2.0D,203 tūkst.,"20,790  €"
17935,Volvo,S60,2005,2.4,-,"1,900  €"
17936,Volvo,V50,2005,2.0D,380 tūkst.,"1,200  €"
17937,Volvo,XC 70,2006,2.4D,-,"4,499  €"
17938,Volvo,V70,2015,2.0D,218 tūkst.,"11,650  €"
17939,Volvo,V60,2013,1.6D,280 tūkst.,"7,950  €"
17940,Volvo,V50,2006,1.6D,323 tūkst.,"1,990  €"
17941,Volvo,V60,2016,2.4D,196 tūkst.,"14,500  €"
17942,Volvo,V70,2019,2.4D,196 tūkst.,"13,000  €"
17943,Volvo,XC 60,2011,2.0D,-,"9,950  €"
17944,Volvo,S80,2000,2.5D,399 tūkst.,"1,990  €"
17945,Volvo,XC 90,2005,2.4D,329 tūkst.,"4,250  €"
17946,Volvo,S80,2008,3.2,278 tūkst.,"3,500  €"
17947,Volvo,XC 60,2020,2.0D,162 tūkst.,"34,100  €"
17948,Volvo,S80,2004,2.4,219 tūkst.,"2,600  €"
17949,Volvo,XC 90,2004,2.4D,-,"3,000  €"
17950,Volvo,V60,2011,1.6D,-,"5,390  €"
17951,Volvo,S60,2010,2.0D,-,"5,350  €"
17952,Volvo,V90,2017,2.0D,264 tūkst.,"19,995  € maiņai"
17953,Volvo,V40,2014,2.0D,282 tūkst.,"9,295  € maiņai"
17954,Volvo,XC 60,2010,2.0D,246 tūkst.,"8,200  €"
17955,Volvo,V60,2011,2.0D,252 tūkst.,"7,490  €"
17956,Volvo,S80,2003,2.4D,-,"1,500  €"
17957,Volvo,XC 70,2009,2.4D,276 tūkst.,"9,675  €"
17958,Volvo,S60,2011,2.4D,339 tūkst.,"5,500  €"
17959,Volvo,XC 60,2011,2.4D,-,"8,200  € maiņai"
17960,Volvo,V70,2004,2.4,402 tūkst.,"1,750  €"
17961,Volvo,XC 90,2005,2.4D,400 tūkst.,"4,500  €"
17962,Volvo,V70,1999,2.5D,435 tūkst.,850  €
17963,Volvo,V60,2011,1.6D,-,"6,850  €"
17964,Volvo,XC 60,2010,2.4D,307 tūkst.,"9,950  €"
17965,Volvo,V70,2010,2.4D,361 tūkst.,"4,900  €"
17966,Volvo,S80,2006,2.4D,268 tūkst.,"3,550  €"
