,Region,Area,Nr of rooms,m2,Floor,House type,Price
334,Rīga,centrs Lāčplēša 133,2,39,4/5,Jaun.,460  €/mēn.
335,Rīga,Teika Brīvības 282,3,65,1/5,Specpr.,"59,000  €"
336,Rīga,Āgenskalns Ormaņu 4,1,27,1/2,P. kara,250  €/mēn.
337,Rīga,centrs Valdemāra 71,4,150,1/6,P. kara,"340,000  €"
338,Rīga,centrs Sadovņikova 29A,3,65,5/6,P. kara,"112,000  €"
339,Rīga,centrs Krāsotāju 6A,3,91,1/2,P. kara,"100,000  €"
340,Rīga,centrs,Citi,-,-,-,pērku 
341,Rīga,Ziepniekkalns Kartupeļu 19,2,45,3/5,Renov.,40  €/dienā
342,Rīga,centrs Valdemāra 159,2,52,4/5,P. kara,285  €/mēn.
343,Rīga,Purvciems Marsa g. 12,1,28,1/5,LT proj.,250  €/mēn.
344,Rīga,Purvciems Zvaigznāja g. 5,3,62,5/5,LT proj.,"67,000  €"
345,Rīga,Teika Laimdotas 33,3,65,2/2,Priv. m.,460  €/mēn.
346,Rīga,Teika Brīvības 386,2,52,9/14,Jaun.,500  €/mēn.
347,Rīga,Purvciems Dzelzavas 108,2,46,3/7,Jaun.,"115,000  €"
348,Rīga,Purvciems Dudajeva g. 9,3,68,2/5,LT proj.,"67,000  €"
349,Rīga,Pļavnieki Jasmuižas 18/1,2,73,7/10,Jaun.,"115,000  €"
350,Rīga,Purvciems Nīcgales 8,3,58,1/5,LT proj.,"64,000  €"
351,Rīga,Pļavnieki Salnas 21,4,113,5/9,Jaun.,"203,500  €"
352,Rīga,Pļavnieki Salnas 21,4,113,5/9,Jaun.,920  €/mēn.
353,Rīga,Purvciems Ainavas 2,2,37,1/5,LT proj.,"30,000  €"
354,Rīga,Teika Ķeguma 52,2,65,5/5,Specpr.,380  €/mēn.
355,Rīga,centrs Pulkv. Brieža 27,4,110,5/5,Renov.,"170,000  €"
356,Rīga,Purvciems Stirnu 49c,3,60,3/5,LT proj.,450  €/mēn.
357,Rīga,Pļavnieki Rudens 7,1,36,2/9,602.,280  €/mēn.
358,Rīga,Teika Vairoga 32,3,51,2/2,Jaun.,600  €/mēn.
359,Rīga,centrs Krasta 7/9,3,130,3/7,Renov.,700  €/mēn.
360,Rīga,centrs,2,50,2/5,103.,vēlos īret 
361,Rīga,Zolitūde,2,-,-,-,vēlos īret 
362,Rīga,Ziepniekkalns Graudu 30a,1,34,2/2,Specpr.,250  €/mēn.
363,Rīga,Vecmīlgrāvis Melīdas 6,2,50,4/5,LT proj.,260  €/mēn.
364,Rīga,Teika Burtnieku 1,2,45,2/5,Renov.,450  €/mēn.
365,Rīga,Torņakalns Ludviķa 3,1,23,3/3,P. kara,180  €/mēn.
366,Rīga,centrs,1,-,-,-,vēlos īret 
367,Rīga,Purvciems Dzelzavas 76,3,62,1/9,602.,290  €/mēn.
368,Rīga,centrs Lāčplēša 53,2,40,2/5,Renov.,600  €/mēn.
369,Rīga,Ķengarags Maskavas 411,1,32,3/5,LT proj.,300  €/mēn.
370,Rīga,Ķengarags Maskavas 258/3,2,38,2/5,LT proj.,"39,500  €"
371,Rīga,Šampēteris-Pleskodāle Apuzes 13,3,81,3/3,Specpr.,"179,000  €"
372,Rīga,centrs Lāčplēša 62,2,45,1/5,P. kara,"75,200  €"
373,Rīga,centrs Eksporta 2,3,74,2/5,Hrušč.,550  €/mēn.
374,Rīga,centrs Duntes 24,1,20,2/2,P. kara,"19,900  €"
375,Rīga,Dārzciems Lubānas 113,3,69,2/9,602.,400  €/mēn.
376,Rīga,centrs Citadeles 6,3,95,2/4,Jaun.,"324,900  €"
377,Rīga,Āgenskalns Smiļģa 5,3,70,3/3,Renov.,650  €/mēn.
378,Rīga,Klīversala Raņķa d. 34,4,110,13/22,Jaun.,"393,000  €"
379,Rīga,Klīversala Raņķa d. 34,3,115,15/22,Jaun.,"344,000  €"
380,Rīga,Purvciems Purvciema 15,2,56,2/12,104.,400  €/mēn.
381,Rīga,Ķengarags Lokomotīves 84,2,45,2/5,Hrušč.,250  €/mēn.
382,Rīga,Klīversala Raņķa d. 34,4,114,10/22,Jaun.,"311,000  €"
383,Rīga,Klīversala Raņķa d. 34,3,102,10/22,Jaun.,"243,000  €"
384,Rīga,centrs Elizabetes 18,4,146,4/6,Renov.,"3,500  €/mēn."
385,Rīga,centrs Elizabetes 18,2,61,2/6,Renov.,"1,474  €/mēn."
386,Rīga,Klīversala Raņķa d. 34,3,115,15/23,Jaun.,"2,050  €/mēn."
387,Rīga,centrs Tallinas 23,3,82,3/5,P. kara,"99,700  €"
388,Rīga,Purvciems,Citi,-,-,-,pērku 
389,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
390,Rīga,Imanta Slokas 130A,3,82,4/8,Jaun.,"183,000  €"
391,Rīga,centrs J. Daliņa 8,3,87,4/23,Jaun.,"1,300  €/mēn."
392,Rīga,Vecmīlgrāvis Baltāsbaznīcas 36,1,41,3/5,Specpr.,"33,000  €"
393,Rīga,Vecmīlgrāvis Baltāsbaznīcas 23,1,22,2/4,M. ģim.,"21,000  €"
394,Rīga,Ķengarags Maskavas 273k-1,1,29,5/5,Renov.,"41,500  €"
395,Rīga,Šampēteris-Pleskodāle Irlavas 20,3,67,3/5,103.,"90,000  €"
396,Rīga,Purvciems Purvciema 53,1,48,9/9,Specpr.,35  €/dienā
397,Rīga,Āgenskalns Vīlipa 8,2,50,2/9,467.,320  €/mēn.
398,Rīga,Imanta Progresa 6,1,27,1/5,LT proj.,"29,900  €"
399,Rīga,Zolitūde Bieziņa 10,3,75,5/10,119.,"72,000  €"
400,Rīga,centrs Barona 24/26,2,45,2/5,Renov.,750  €/mēn.
401,Rīga,Imanta Kurzemes pr. 100,2,50,2/9,602.,"41,500  €"
402,Rīga,Purvciems Nīcgales 46,2,51,4/9,602.,"44,000  €"
403,Rīga,Āgenskalns Elvīras 8,3,60,1/5,Hrušč.,300  €/mēn.
404,Rīga,Mežciems Kaivas 50/4,1,35,2/5,Jaun.,"58,000  €"
405,Rīga,Vecrīga Aspazijas bulv. 24,2,85,5/5,P. kara,600  €/mēn.
406,Rīga,centrs Birznieka-Upīša 27,1,25,2/5,Renov.,"42,000  €"
407,Rīga,centrs Birznieka-Upīša 28,2,45,3/5,Renov.,"76,000  €"
408,Rīga,centrs Barona 80,1,32,2/5,P. kara,"48,000  €"
409,Rīga,Zolitūde Lejiņa 5,3,81,3/9,119.,"80,000  €"
410,Rīga,Iļģuciems Skujenes 13,3,58,4/5,Hrušč.,"50,000  €"
411,Rīga,Vecmīlgrāvis Gāles 11,4,116,2/2,Renov.,"143,000  €"
412,Rīga,centrs Brīvības 39A,2,62,5/7,P. kara,700  €/mēn.
413,Rīga,Ķengarags Maskavas 411,2,47,5/5,LT proj.,"55,000  €"
414,Rīga,centrs Brīvības 62,2,65,3/6,P. kara,450  €/mēn.
415,Rīga,Āgenskalns Bauskas 11,4,79,3/3,Renov.,"173,775  €"
416,Rīga,Vecrīga,Citi,-,-,-,pērku 
417,Rīga,Iļģuciems Dzirciema 65,3,60,1/9,467.,"72,000  €"
418,Rīga,centrs Aspazijas bulv. 24,2,85,5/5,P. kara,600  €/mēn.
419,Rīga,Mežciems Biķernieku 216,2,53,3/5,103.,"59,000  €"
420,Rīga,Dārzciems Rēzeknes 2,2,52,5/5,Specpr.,"45,950  €"
421,Rīga,centrs,3,90,3/4,-,vēlos īret 
422,Rīga,Purvciems Brantkalna 13,2,61,3/9,119.,"65,500  €"
423,Rīga,Vecmīlgrāvis Dombrovska 39,4,78,2/9,602.,"87,000  €"
424,Rīga,Ķengarags Maskavas 427,3,62,1/9,467.,"55,000  €"
425,Rīga,Torņakalns Koku 15,1,40,4/5,M. ģim.,"36,000  €"
426,Rīga,Iļģuciems Skujenes 11,3,58,2/5,Hrušč.,"52,200  €"
427,Rīga,Āgenskalns Valguma 31,3,116,2/6,Jaun.,"215,000  €"
428,Rīga,Ķengarags Bultu 8,2,49,5/5,LT proj.,280  €/mēn.
429,Rīga,Cits,1,-,-,-,pērku 
430,Rīga,Purvciems Burtnieku 35,1,17,2/4,M. ģim.,"25,000  €"
431,Rīga,centrs Klusā 20,1,36,1/9,Renov.,290  €/mēn.
432,Rīga,Zolitūde Lejiņa 7,4,89,1/9,119.,"76,000  €"
433,Rīga,Sarkandaugava Tilta 3,3,72,4/5,103.,"87,000  €"
434,Rīga,Torņakalns Āpšu 4,3,57,2/3,Renov.,"131,560  €"
435,Rīga,centrs Eksporta 8/2,1,33,1/2,P. kara,"94,000  €"
436,Rīga,Ķengarags Jāņavārtu 11,2,32,1/2,P. kara,"28,500  €"
437,Rīga,Purvciems Stirnu 35A,1,36,1/9,602.,200  €/mēn.
438,Rīga,centrs Jēzusbaznīcas 7a,2,42,4/4,Specpr.,500  €/mēn.
439,Rīga,Zasulauks Valentīna 16,1,23,3/3,Jaun.,300  €/mēn.
440,Rīga,centrs Matīsa 100,1,30,2/5,Renov.,22  €/dienā
441,Rīga,Mežaparks,Citi,-,-,-,pērku 
442,Rīga,Jugla Auduma 33,2,43,1/5,Hrušč.,"55,000  €"
443,Rīga,Iļģuciems Vaidelotes 21,2,43,5/5,Hrušč.,"45,600  €"
444,Rīga,centrs Pulkv. Brieža 3,1,67,2/5,P. kara,390  €/mēn.
445,Rīga,centrs Pulkv. Brieža 3,2,70,5/5,P. kara,330  €/mēn.
446,Rīga,centrs Avotu 46,3,48,2/5,Renov.,650  €/mēn.
447,Rīga,centrs Vagonu 22,1,27,2/5,Renov.,33  €/dienā
448,Rīga,centrs Stabu 18b,2,80,3/7,Jaun.,"1,300  €/mēn."
449,Rīga,centrs Klusā 9,1,36,2/5,Renov.,"63,000  €"
450,Rīga,centrs Avotu 46,3,56,2/5,Renov.,700  €/mēn.
451,Rīga,centrs Avotu 45,2,43,4/4,P. kara,450  €/mēn.
452,Rīga,centrs Puškina 1a,2,47,4/6,Renov.,"63,045  €"
453,Rīga,centrs Cēsu 43,2,40,4/5,P. kara,390  €/mēn.
454,Rīga,Ķengarags Prūšu 4,2,44,5/5,Jaun.,400  €/mēn.
455,Rīga,Čiekurkalns Čiekurkalna 2. l. 49a,2,68,4/5,Jaun.,"119,910  €"
456,Rīga,centrs Puškina 1a,3,75,2/6,Renov.,"90,360  €"
457,Rīga,centrs Visvalža 3,2,52,4/5,P. kara,320  €/mēn.
458,Rīga,Imanta Dumbrāja 18,2,50,1/4,Jaun.,390  €/mēn.
459,Rīga,centrs Birznieka-Upīša 20A,3,104,5/6,Jaun.,"176,600  €"
460,Rīga,Pļavnieki Lubānas 43,3,86,2/3,Staļina,250  €/mēn.
461,Rīga,Purvciems Žagatu 20A,3,63,3/9,602.,"56,850  €"
462,Rīga,Vecmīlgrāvis Ledus 82,3,63,3/9,602.,"55,000  €"
463,Rīga,Pļavnieki J. Vācieša 3,2,51,8/9,602.,"47,000  €"
464,Rīga,Vecmīlgrāvis Ziemeļblāzmas 42,1,36,3/9,602.,240  €/mēn.
465,Rīga,Vecmīlgrāvis Emmas 5,3,68,4/5,LT proj.,"42,000  €"
466,Rīga,Šampēteris-Pleskodāle Lielirbes 13,3,90,8/30,Jaun.,"199,000  €"
467,Rīga,centrs Hospitāļu 35,1,29,2/5,P. kara,"47,000  €"
468,Rīga,Teika Āraišu 38,2,59,2/6,Jaun.,"123,800  €"
469,Rīga,Ķengarags Krustpils 123A,1,19,1/3,Renov.,230  €/mēn.
470,Rīga,Imanta Kurzemes pr. 122,3,64,5/9,602.,55  €/dienā
471,Rīga,Čiekurkalns Saulkrastu 2/4,1,15,1/2,Staļina,150  €/mēn.
472,Rīga,Čiekurkalns Rusova 30,1,43,3/5,M. ģim.,"36,500  €"
473,Rīga,Āgenskalns,Citi,-,-,-,pērku 
474,Rīga,Vecmīlgrāvis,Citi,-,-,-,pērku 
475,Rīga,centrs Stabu 104,3,61,1/5,LT proj.,55  €/dienā
476,Rīga,Ķengarags Plostu 12,1,36,7/12,Specpr.,"37,000  €"
477,Rīga,Torņakalns,Citi,-,-,-,pērku 
478,Rīga,Sarkandaugava Patversmes 1 k1,3,100,3/3,P. kara,"111,000  €"
479,Rīga,Vecrīga Vaļņu 21,3,84,3/6,Renov.,"235,000  €"
480,Rīga,Vecmīlgrāvis Dombrovska 39,1,34,4/9,602.,220  €/mēn.
481,Rīga,Teika Burtnieku 36a,3,87,5/5,Jaun.,600  €/mēn.
482,Rīga,Ķengarags Prūšu 26,1,25,2/3,Renov.,240  €/mēn.
483,Rīga,Teika Brīvības 354,3,66,1/4,Staļina,370  €/mēn.
484,Rīga,centrs Ganu 6,4,100,3/6,P. kara,"350,000  €"
485,Rīga,Teika,Citi,-,-,-,pērku 
486,Rīga,Čiekurkalns Čiekurkalna 4. šķ l. 8,3,65,2/5,Specpr.,"90,500  €"
487,Rīga,Krasta r-ns Rītupes 45,2,35,2/3,Specpr.,280  €/mēn.
488,Rīga,Ķengarags Lokomotīves 72,3,61,4/5,LT proj.,"46,500  €"
489,Rīga,Mežciems Eizenšteina 63,2,50,4/9,602.,"65,000  €"
490,Rīga,centrs Rūpniecības 34a,3,93,3/7,Jaun.,700  €/mēn.
491,Rīga,Imanta Dammes 32,2,50,9/9,602.,200  €/mēn.
492,Rīga,Teika Vairoga 44,1,22,1/2,P. kara,"18,000  €"
493,Rīga,Šampēteris-Pleskodāle Kalnciema 132,2,37,1/2,P. kara,390  €/mēn.
494,Rīga,Purvciems Deglava 61 k-1,1,34,5/10,Jaun.,"65,000  €"
495,Rīga,centrs,1,-,-,-,vēlos īret 
496,Rīga,centrs Tallinas 52A,2,49,5/5,P. kara,"71,000  €"
497,Rīga,Purvciems Dzelzavas 112,2,46,5/7,Jaun.,"106,900  €"
498,Rīga,Sarkandaugava,Citi,-,-,-,pērku 
499,Rīga,centrs Artilērijas 19,2,42,2/5,P. kara,"65,000  €"
500,Rīga,Daugavgrīva Esplanādes 5,3,66,1/5,103.,"59,000  €"
501,Rīga,Ziepniekkalns Viesītes 3,1,37,1/2,Priv. m.,260  €/mēn.
502,Rīga,Imanta Dammes 32,2,49,9/9,602.,"38,000  €"
503,Rīga,centrs Klijānu 6,2,70,8/9,Jaun.,877  €/mēn.
504,Rīga,centrs Ganību d. 13,1,30,4/6,Jaun.,420  €/mēn.
505,Rīga,centrs Pērnavas 1,3,69,2/5,Staļina,550  €/mēn.
506,Rīga,Šampēteris-Pleskodāle,Citi,-,-,-,pērku 
507,Rīga,Maskavas priekšpilsēta Maskavas 60,1,45,4/4,P. kara,350  €/mēn.
508,Rīga,centrs Bruņinieku 1,1,21,3/3,P. kara,"46,500  €"
509,Rīga,Ķengarags Prūšu 17A,1,14,4/4,M. ģim.,25  €/dienā
510,Rīga,Āgenskalns Melnsila 18,3,58,5/5,Hrušč.,"78,000  €"
511,Rīga,centrs Lāčplēša 147,1,15,1/4,Jaun.,200  €/mēn.
512,Rīga,Purvciems,Citi,-,-,-,pērku 
513,Rīga,Vecmīlgrāvis,Citi,-,-,-,pērku 
514,Rīga,centrs Matīsa 27,3,65,5/6,P. kara,"85,000  €"
515,Rīga,Purvciems Brantkalna 17,2,57,5/9,104.,"69,900  €"
516,Rīga,centrs Vidus 11,3,119,2/5,Renov.,"365,000  €"
517,Rīga,Pļavnieki,Citi,-,-,-,pērku 
518,Rīga,Pļavnieki J. Vācieša 10,2,51,9/5,602.,300  €/mēn.
519,Rīga,centrs Barona 14,4,118,4/6,P. kara,"205,000  €"
520,Rīga,Mežciems,Citi,-,-,-,pērku 
521,Rīga,Iļģuciems Daugavgrīvas 132 K-1,2,60,2/5,Staļina,"57,000  €"
522,Rīga,centrs Bruņinieku 93C,2,32,2/2,Renov.,"83,000  €"
523,Rīga,centrs Ausekļa 2,6,131,5/5,P. kara,"339,999  €"
524,Rīga,Ķengarags Bultu 6,2,38,5/5,Hrušč.,280  €/mēn.
525,Rīga,Mežaparks,Citi,-,-,-,pērku 
526,Rīga,Pļavnieki Ulbrokas 6,1,40,1/5,M. ģim.,310  €/mēn.
527,Rīga,centrs Valdemāra 52,3,85,5/5,Staļina,"175,000  €"
528,Rīga,Ķengarags Prūšu 40,1,32,3/4,Hrušč.,270  €/mēn.
529,Rīga,centrs Lāčplēša 116,2,36,4/6,P. kara,"59,000  €"
530,Rīga,Purvciems Ilūkstes 103,2,53,3/5,103.,350  €/mēn.
531,Rīga,centrs Stabu 46/48,3,85,5/6,P. kara,"146,900  €"
532,Rīga,Purvciems Dudajeva g. 1,3,66,4/5,LT proj.,"80,700  €"
533,Rīga,centrs Baznīcas 26A,1,75,2/6,Renov.,"131,500  €"
534,Rīga,Ziepniekkalns Valdeķu 53,3,78,9/10,119.,"70,000  €"
535,Rīga,centrs Lugažu 4,2,37,3/5,103.,150  €/mēn.
536,Rīga,Mežciems Hipokrāta 13,3,67,4/12,104.,"84,500  €"
537,Rīga,centrs Cēsu 23,3,82,6/6,Renov.,"1,000  €/mēn."
538,Rīga,centrs Tallinas 33,2,48,3/5,P. kara,420  €/mēn.
539,Rīga,Maskavas priekšpilsēta,Citi,-,-,-,pērku 
540,Rīga,Imanta Anniņmuižas 38,2,67,8/18,Jaun.,"109,000  €"
541,Rīga,Purvciems Ilūkstes 54 k-5,1,43,3/5,M. ģim.,"31,500  €"
542,Rīga,Sarkandaugava Sliežu 9A,1,34,3/5,103.,"39,000  €"
543,Rīga,Ziepniekkalns Tadaiķu 7-k1,2,47,3/3,Staļina,420  €/mēn.
544,Rīga,centrs Senču 1,1,13,3/3,P. kara,180  €/mēn.
545,Rīga,centrs Strēlnieku 7,3,108,2/7,Jaun.,"450,000  €"
546,Rīga,Zolitūde Rostokas 50,3,78,1/6,119.,"68,000  €"
547,Rīga,Purvciems Ieriķu 66,1,37,9/9,Specpr.,"35,000  €"
548,Rīga,Purvciems Dzelzavas 25,1,36,5/9,602.,"33,000  €"
549,Rīga,Vecmīlgrāvis Emmas 1,4,75,5/5,Hrušč.,"69,500  €"
550,Rīga,Grīziņkalns Asara 9,2,62,2/7,Jaun.,"140,000  €"
551,Rīga,Imanta Jūrmalas g. 82,1,38,4/9,Jaun.,400  €/mēn.
552,Rīga,centrs Rūpniecības 25,2,53,3/6,Jaun.,"200,000  €"
553,Rīga,Pļavnieki Deglava 104 K1,2,59,8/8,119.,"66,000  €"
554,Rīga,Imanta Anniņmuižas 50,2,49,1/9,602.,"38,000  €"
555,Rīga,Krasta r-ns Grēdu 17,3,61,4/9,Jaun.,700  €/mēn.
556,Rīga,centrs Ģertrūdes 117,1,21,1/4,P. kara,340  €/mēn.
557,Rīga,centrs Čaka 30A,3,55,7/7,Renov.,"159,000  €"
558,Rīga,Krasta r-ns Grēdu 17,3,61,4/9,Jaun.,710  €/mēn.
559,Rīga,centrs Tallinas 77,1,28,3/5,Renov.,300  €/mēn.
560,Rīga,Ziepniekkalns Ēbeļmuižas 30,2,50,1/9,602.,"46,000  €"
561,Rīga,centrs Dzirnavu 71,4,136,2/4,Renov.,"269,000  €"
562,Rīga,centrs Čaka 70,3,80,2/6,P. kara,"135,000  €"
563,Rīga,Šampēteris-Pleskodāle Lielirbes 13,3,90,28/30,Jaun.,"1,100  €/mēn."
564,Rīga,centrs Tallinas 77,2,47,1/5,Renov.,425  €/mēn.
565,Rīga,Āgenskalns Lielirbes 13,2,68,19/30,Jaun.,680  €/mēn.
566,Rīga,Āgenskalns Lielirbes 13,3,90,21/30,Jaun.,850  €/mēn.
567,Rīga,Āgenskalns Lielirbes 13,3,90,28/30,Jaun.,"1,100  €/mēn."
568,Rīga,Purvciems Vējavas 3,2,46,1/2,Hrušč.,"51,000  €"
569,Rīga,Ziepniekkalns Ozolciema 36,1,39,7/9,M. ģim.,"38,000  €"
570,Rīga,Āgenskalns Vīlipa 10,2,50,7/9,467.,"49,800  €"
571,Rīga,Čiekurkalns Tēraudlietuves 16,1,22,2/2,P. kara,"33,900  €"
572,Rīga,centrs Artilērijas 15,3,131,4/5,Specpr.,"1,200  €/mēn."
573,Rīga,centrs Lāčplēša 129,2,40,2/3,P. kara,390  €/mēn.
574,Rīga,centrs Birznieka-Upīša 10,3,82,2/5,Renov.,"184,000  €"
575,Rīga,Āgenskalns Elvīras 13A,1,30,4/5,LT proj.,"34,700  €"
576,Rīga,centrs Valdemāra 77,2,51,1/5,P. kara,"115,000  €"
577,Rīga,Sarkandaugava Tvaika 48,3,56,3/5,Hrušč.,"57,000  €"
578,Rīga,Ziepniekkalns Liesmas 4,2,57,3/6,Jaun.,"95,000  €"
579,Rīga,centrs Barona 14,4,115,2/6,Renov.,"250,000  €"
580,Rīga,Krasta r-ns Dzērvju 3,3,61,7/9,467.,"72,990  €"
581,Rīga,Jugla Juglas 3,3,60,1/5,LT proj.,400  €/mēn.
582,Rīga,Dārzciems Kaibalas 28,1,21,1/2,P. kara,252  €/mēn.
583,Rīga,Mežciems Eizenšteina 63,1,32,4/9,602.,"33,500  €"
584,Rīga,Āgenskalns Raņķa d. 34,3,116,17/23,Jaun.,"2,300  €/mēn."
585,Rīga,Jugla Murjāņu 59,2,35,1/4,Renov.,280  €/mēn.
586,Rīga,centrs Brīvības 142,2,51,5/7,P. kara,"105,000  €"
587,Rīga,Purvciems Kastrānes 1,1,20,4/5,Renov.,225  €/mēn.
588,Rīga,Purvciems Ūnijas 60,2,37,1/5,LT proj.,290  €/mēn.
589,Rīga,Vecmīlgrāvis Meldru 14,3,55,5/5,LT proj.,"36,800  €"
590,Rīga,Pļavnieki Dzeņu 1,2,50,5/9,602.,45  €/dienā
591,Rīga,centrs Ganību d. 31,1,35,5/5,Renov.,270  €/mēn.
592,Rīga,centrs Ģertrūdes 113,2,42,2/6,P. kara,400  €/mēn.
593,Rīga,Imanta Zentenes 37,2,50,1/5,LT proj.,330  €/mēn.
594,Rīga,centrs Dzirnavu 70,3,75,5/6,Renov.,450  €/mēn.
595,Rīga,Dzegužkalns Usmas 16,2,43,1/5,Specpr.,260  €/mēn.
596,Rīga,Imanta Anniņmuižas 38,2,66,7/18,Jaun.,545  €/mēn.
597,Rīga,centrs Valdemāra 41A,3,336,7/7,Jaun.,"674,000  €"
598,Rīga,Krasta r-ns,Citi,-,-,-,pērku 
599,Rīga,centrs Lāčplēša 36,3,58,4/6,Renov.,"87,500  €"
600,Rīga,centrs Brīvības 85,3,83,2/6,P. kara,650  €/mēn.
601,Rīga,Teika Burtnieku 1,2,33,5/5,Renov.,450  €/mēn.
602,Rīga,Jugla Salamandras 3,2,41,2/8,Specpr.,"41,000  €"
603,Rīga,centrs Barona 76,3,71,6/6,Renov.,695  €/mēn.
604,Rīga,centrs Lāčplēša 36,2,45,6/6,Renov.,"73,500  €"
605,Rīga,Āgenskalns Dreiliņu 14,1,31,2/5,Hrušč.,330  €/mēn.
606,Rīga,centrs Lāčplēša 36,2,57,3/6,Renov.,"91,000  €"
607,Rīga,centrs Lāčplēša 36,3,58,1/6,Renov.,"101,000  €"
608,Rīga,Sarkandaugava Aptiekas 14,2,46,5/5,103.,300  €/mēn.
609,Rīga,centrs Brīvības 95,2,55,6/7,Renov.,"99,500  €"
610,Rīga,centrs Tomsona 33,3,64,4/5,Renov.,"138,000  €"
611,Rīga,centrs Krasta 11,3,71,3/6,Renov.,"149,500  €"
612,Rīga,centrs Kalniņa 1,1,18,2/5,Renov.,35  €/dienā
613,Rīga,Pļavnieki Pļavnieku 8,2,46,1/9,602.,"39,400  €"
614,Rīga,Maskavas priekšpilsēta Maskavas 140,1,30,2/5,P. kara,"55,000  €"
615,Rīga,Ķengarags,Citi,-,-,-,pērku 
616,Rīga,Jugla Ciemupes 1,2,50,2/10,Jaun.,"79,000  €"
617,Rīga,Pļavnieki Pavasara g. 5,1,32,5/9,602.,220  €/mēn.
618,Rīga,Mežciems Eizenšteina 77,3,63,5/9,602.,400  €/mēn.
619,Rīga,Vecmīlgrāvis,Citi,-,-,-,pērku 
620,Rīga,Mežciems,Citi,-,-,-,pērku 
621,Rīga,Imanta,Citi,-,-,-,pērku 
622,Rīga,Zolitūde Augšzemes 7,3,90,2/4,Jaun.,"165,000  €"
623,Rīga,Mežaparks Ezermalas 4a,1,30,1/5,Jaun.,300  €/mēn.
624,Rīga,Purvciems Kastrānes 1/2,1,20,3/5,Jaun.,260  €/mēn.
625,Rīga,Jugla,Citi,-,-,-,pērku 
626,Rīga,Maskavas priekšpilsēta Ludzas 51,3,74,1/2,P. kara,"38,500  €"
627,Rīga,centrs Dārzaugļu 1,Citi,214,5/5,Renov.,"169,000  €"
628,Rīga,centrs Brīvības 164,3,80,3/5,P. kara,550  €/mēn.
629,Rīga,centrs Barona 92A,2,39,1/2,Renov.,550  €/mēn.
630,Rīga,Zasulauks Kalnciema 116,2,42,1/5,Specpr.,400  €/mēn.
631,Rīga,Imanta,Citi,-,-,-,pērku 
632,Rīga,centrs Birznieka-Upīša 10A,2,69,5/6,Renov.,"189,900  €"
633,Rīga,Teika Biķernieku 77,2,48,1/5,Hrušč.,295  €/mēn.
634,Rīga,Pļavnieki Pļavnieku 10,1,39,3/5,M. ģim.,"39,500  €"
635,Rīga,Ķengarags Lokomotīves 54,2,50,10/12,Čehu pr.,"42,000  €"
636,Rīga,Purvciems Viršu 13,2,60,2/9,119.,480  €/mēn.
637,Rīga,Zolitūde Ruses 26,4,92,8/9,119.,500  €/mēn.
638,Rīga,Iļģuciems,Citi,-,-,-,pērku 
639,Rīga,centrs Tallinas 79,2,69,1/5,Renov.,"89,610  €"
640,Rīga,Grīziņkalns,Citi,-,-,-,pērku 
641,Rīga,Pļavnieki Ulbrokas 18,2,51,7/9,602.,"41,500  €"
642,Rīga,Čiekurkalns Skultes 2,3,67,2/5,Specpr.,"58,000  €"
643,Rīga,centrs Barona 140,1,32,2/2,Specpr.,250  €/mēn.
644,Rīga,Čiekurkalns Čiekurkalna 2. šķ l. 4,3,79,1/4,Jaun.,"135,000  €"
645,Rīga,Pļavnieki Dzeņu 10,2,51,3/9,602.,380  €/mēn.
646,Rīga,Purvciems Ieriķu 48,1,19,2/3,Staļina,"12,000  €"
647,Rīga,Pļavnieki Tīnūžu 16,4,75,4/9,467.,"59,000  €"
648,Rīga,Dzegužkalns,Citi,-,-,-,pērku 
649,Rīga,Āgenskalns Kandavas 12,1,30,2/5,103.,300  €/mēn.
650,Rīga,centrs Stabu 87a,3,53,2/5,Renov.,795  €/mēn.
651,Rīga,Sarkandaugava Limbažu 1/1,2,52,7/9,Specpr.,"57,000  €"
652,Rīga,centrs Valdemāra 103,2,56,2/5,Staļina,350  €/mēn.
653,Rīga,Mežciems Kaivas 50k-5,4,86,1/5,Jaun.,"119,800  €"
654,Rīga,Dārzciems,Citi,-,-,-,pērku 
655,Rīga,centrs Miera 61,1,47,2/7,Jaun.,"95,000  €"
656,Rīga,centrs Miera 61,1,37,3/7,Jaun.,"79,000  €"
657,Rīga,centrs Miera 61,3,62,6/7,Jaun.,"132,000  €"
658,Rīga,centrs Tallinas 94,2,66,5/5,P. kara,265  €/mēn.
659,Rīga,Pļavnieki Zemes 3,2,50,8/9,602.,"65,000  €"
660,Rīga,Vecmīlgrāvis Rīnūžu 15,2,55,1/5,103.,"40,379  €"
661,Rīga,Iļģuciems Lidoņu 1,3,85,1/3,Staļina,"110,500  €"
662,Rīga,centrs Pētersalas 18,2,47,5/5,Hrušč.,"46,000  €"
663,Rīga,Āgenskalns Ormaņu 26,3,109,1/3,P. kara,"165,000  €"
664,Rīga,Teika Brīvības 235,2,50,3/4,P. kara,520  €/mēn.
665,Rīga,Mangaļi Carnikavas 3c,1,24,1/1,Jaun.,230  €/mēn.
666,Rīga,centrs Valdemāra 89,3,85,5/5,P. kara,"128,000  €"
667,Rīga,centrs Strēlnieku 19,3,63,2/6,P. kara,550  €/mēn.
