,Region,Area,Nr of rooms,m2,Floor,House type,Price
5464,Rīgas rajons,Mālpils pag. Sidgunda,3,77,3/3,103.,"40,000  €"
5465,Rīgas rajons,Garkalnes nov. Upesciems,1,31,2/2,Specpr.,"22,800  €"
5466,Rīgas rajons,Mālpils pag. Mālpils,3,92,3/3,Specpr.,"48,000  €"
5467,Rīgas rajons,Mores pag. More,3,92,3/3,Specpr.,"48,000  €"
5468,Rīgas rajons,Ropažu nov. Silakrogs,4,90,2/5,Jaun.,"144,000  €"
5469,Rīgas rajons,Ādažu nov. Ādaži,4,104,1/1,Jaun.,"159,500  €"
5470,Rīgas rajons,Olaine,2,37,4/5,LT proj.,"39,900  €"
5471,Rīgas rajons,Salaspils,5,168,3/4,Jaun.,"218,000  €"
5472,Rīgas rajons,Olaine,Citi,-,-,-,pērku 
5473,Rīgas rajons,Vangaži,Citi,-,-,-,pērku 
5474,Rīgas rajons,Sigulda,3,73,3/4,Jaun.,"141,000  €"
5475,Rīgas rajons,Saulkrasti,2,-,-,-,pērku 
5476,Rīgas rajons,Sigulda,Citi,-,-,-,pērku 
5477,Rīgas rajons,Ropažu nov. Silakrogs,3,56,3/3,Jaun.,"92,400  €"
5478,Rīgas rajons,Olaine,2,46,1/2,LT proj.,"37,500  €"
5479,Rīgas rajons,Ķekavas pag. Plakanciems,2,48,1/2,Specpr.,"19,000  €"
5480,Rīgas rajons,Ķekavas pag. Valdlauči,1,31,7/9,Renov.,"52,000  €"
5481,Rīgas rajons,Babītes pag. Piņķi,3,69,2/3,Jaun.,"164,000  €"
5482,Rīgas rajons,Babītes pag. Piņķi,3,63,2/3,Jaun.,"156,000  €"
5483,Rīgas rajons,Babītes pag. Piņķi,4,90,2/3,Jaun.,"216,000  €"
5484,Rīgas rajons,Vangaži,2,57,5/5,Specpr.,"35,000  €"
5485,Rīgas rajons,Ādažu nov. Ādaži,2,48,3/4,Jaun.,"79,000  €"
5486,Rīgas rajons,Stopiņu nov. Līči,3,77,2/5,Jaun.,"123,200  €"
5487,Rīgas rajons,Mārupes pag. Skulte,2,49,2/5,Specpr.,"43,000  €"
5488,Rīgas rajons,Babītes pag. Piņķi,2,58,1/3,Jaun.,"125,000  €"
5489,Rīgas rajons,Mālpils pag. Mālpils,3,-,-,-,pērku 
5490,Rīgas rajons,Ķekavas pag. Ķekava,4,87,4/5,103.,"135,000  €"
5491,Rīgas rajons,Mālpils pag. Mālpils,2,41,2/3,Hrušč.,"36,800  €"
5492,Rīgas rajons,Sigulda,2,-,-,-,pērku 
5493,Rīgas rajons,Ādažu nov. Baltezers,2,57,2/5,Specpr.,"81,900  €"
5494,Rīgas rajons,Salaspils,3,72,3/5,Jaun.,"137,000  €"
5495,Rīgas rajons,Salaspils,2,38,3/5,Jaun.,"72,000  €"
5496,Rīgas rajons,Sējas nov. Pabaži,4,89,2/3,Specpr.,"44,300  €"
5497,Rīgas rajons,Baloži,5,137,3/4,Specpr.,"189,850  €"
5498,Rīgas rajons,Salaspils,Citi,-,-,-,pērku 
5499,Rīgas rajons,Olaine,Citi,-,-,-,pērku 
5500,Rīgas rajons,Ķekavas pag. Valdlauči,Citi,-,-,-,pērku 
5501,Rīgas rajons,Salaspils,1,18,4/5,M. ģim.,"17,000  €"
5502,Rīgas rajons,Ropažu nov. Silakrogs,3,62,4/5,Jaun.,"102,000  €"
5503,Rīgas rajons,Vangaži,3,61,5/5,LT proj.,"30,800  €"
5504,Rīgas rajons,Ādažu nov. Ādaži,2,46,10/12,Jaun.,"75,500  €"
5505,Rīgas rajons,Olaine,3,60,3/5,Renov.,"62,000  €"
5506,Rīgas rajons,Sigulda,Citi,-,-,-,pērku 
5507,Rīgas rajons,Ropažu nov. Zaķumuiža,2,-,-,-,pērku 
5508,Rīgas rajons,Salaspils l. t. Pikalne,3,62,1/2,Jaun.,"85,000  €"
5509,Rīgas rajons,Ādažu nov. Baltezers,3,81,2/4,Jaun.,"199,000  €"
5510,Rīgas rajons,Krimuldas pag. Murjāņi,2,-,-,-,pērku 
5511,Rīgas rajons,Mālpils pag. Mālpils,2,-,-,-,pērku 
5512,Rīgas rajons,Allažu pag. Allaži,2,-,-,-,pērku 
5513,Rīgas rajons,Krimuldas pag. Ragana,2,-,-,-,pērku 
5514,Rīgas rajons,Mores pag. More,2,-,-,-,pērku 
5515,Rīgas rajons,Siguldas pag. Jūdaži,2,-,-,-,pērku 
5516,Rīgas rajons,Inčukalna nov. Inčukalns,2,-,-,-,pērku 
5517,Rīgas rajons,Salaspils l. t. Bunči,Citi,-,-,-,pērku 
5518,Rīgas rajons,Garkalnes nov. Upesciems,2,65,2/2,Jaun.,"112,000  €"
5519,Rīgas rajons,Inčukalna nov. Gauja,2,56,2/3,Specpr.,"47,300  €"
5520,Rīgas rajons,Salaspils l. t. Saurieši,2,41,2/2,Specpr.,"18,000  €"
5521,Rīgas rajons,Mārupes pag. Tīraine,2,46,1/2,Specpr.,"53,820  €"
5522,Rīgas rajons,Salaspils l. t. Tilderi,2,59,2/5,Jaun.,"112,100  €"
5523,Rīgas rajons,Ādažu nov. Baltezers,4,94,2/2,Specpr.,"89,870  €"
5524,Aizkraukle un rajons,Valles pag.,2,55,2/2,Staļina,"4,000  €"
5525,Aizkraukle un rajons,Pļaviņas,2,59,1/5,103.,"27,500  €"
5526,Aizkraukle un rajons,Aizkraukle,2,52,1/2,Hrušč.,"15,000  €"
5527,Aizkraukle un rajons,Pļaviņas,2,52,2/3,Hrušč.,100  €/mēn.
5528,Aizkraukle un rajons,Pļaviņas,2,52,2/3,Hrušč.,"11,500  €"
5529,Aizkraukle un rajons,Aizkraukle,2,42,5/5,Hrušč.,"33,000  €"
5530,Aizkraukle un rajons,Aizkraukle,2,39,5/5,LT proj.,190  €/mēn.
5531,Aizkraukle un rajons,Aizkraukle,3,-,-,-,vēlos īret 
5532,Aizkraukle un rajons,Aizkraukles pag.,2,49,3/3,Hrušč.,"12,500  €"
5533,Aizkraukle un rajons,Aizkraukle,1,35,5/5,Renov.,"21,500  €"
5534,Aizkraukle un rajons,Aizkraukle,2,46,5/5,103.,150  €/mēn.
5535,Aizkraukle un rajons,Aizkraukle,3,-,-,-,pērku 
5536,Aizkraukle un rajons,Aizkraukle,2,55,2/5,103.,"27,000  €"
5537,Aizkraukle un rajons,Aizkraukle,3,53,1/5,103.,"32,000  €"
5538,Aizkraukle un rajons,Kokneses pag.,2,43,5/5,LT proj.,"25,000  €"
5539,Aizkraukle un rajons,Aizkraukle,2,-,2/4,-,vēlos īret 
5540,Aizkraukle un rajons,Aizkraukle,2,43,3/5,Hrušč.,"19,000  €"
5541,Aizkraukle un rajons,Jaunjelgava,2,47,3/3,LT proj.,150  €/mēn.
5542,Aizkraukle un rajons,Neretas pag.,3,71,2/3,Hrušč.,"25,000  €"
5543,Aizkraukle un rajons,Aizkraukle,2,34,3/5,Hrušč.,"19,500  €"
5544,Aizkraukle un rajons,Pļaviņas,2,42,1/2,Specpr.,"5,000  €"
5545,Aizkraukle un rajons,Aizkraukle,2,45,2/5,LT proj.,200  €/mēn.
5546,Aizkraukle un rajons,Aizkraukle,1,33,4/5,119.,"15,800  €"
5547,Aizkraukle un rajons,Pļaviņas,2,43,1/2,Hrušč.,"9,000  €"
5548,Aizkraukle un rajons,Pļaviņas,2,44,3/5,Hrušč.,"10,000  €"
5549,Aizkraukle un rajons,Aizkraukle,2,55,5/5,Jaun.,"31,000  €"
5550,Aizkraukle un rajons,Aizkraukle,3,56,9/9,467.,"43,000  €"
5551,Aizkraukle un rajons,Aizkraukle,1,34,2/5,LT proj.,110  €/mēn.
5552,Aizkraukle un rajons,Skrīveru pag.,2,54,2/13,Hrušč.,"20,000  €"
5553,Aizkraukle un rajons,Pļaviņas,2,37,1/2,Hrušč.,"22,000  €"
5554,Aizkraukle un rajons,Aizkraukle,2,70,5/5,LT proj.,"35,000  €"
5555,Aizkraukle un rajons,Aizkraukle,2,-,-,-,pērku 
5556,Aizkraukle un rajons,Aizkraukle,2,38,3/5,LT proj.,230  €/mēn.
5557,Aizkraukle un rajons,Aizkraukle,2,38,4/5,LT proj.,"18,450  €"
5558,Aizkraukle un rajons,Aizkraukle,3,62,1/5,LT proj.,150  €/mēn.
5559,Aizkraukle un rajons,Aizkraukle,1,35,5/5,Renov.,"17,000  €"
5560,Aizkraukle un rajons,Aizkraukle,3,70,1/4,Renov.,"33,000  €"
5561,Aizkraukle un rajons,Aizkraukle,4,79,3/5,103.,"70,000  €"
5562,Aizkraukle un rajons,Aizkraukle,1,25,5/5,Specpr.,"6,900  €"
5563,Aizkraukle un rajons,Jaunjelgava,3,71,3/3,103.,"16,000  €"
5564,Aizkraukle un rajons,Aizkraukle,Citi,-,-,-,pērku 
5565,Aizkraukle un rajons,Aizkraukle,1,34,4/5,Hrušč.,"19,000  €"
5566,Aizkraukle un rajons,Pļaviņas,3,-,2,-,pērku 
5567,Aizkraukle un rajons,Pļaviņas,2,56,4/5,Hrušč.,"22,000  €"
5568,Aizkraukle un rajons,Aizkraukle,3,57,6/9,Specpr.,"45,000  €"
5569,Aizkraukle un rajons,Aizkraukle,2,34,5/5,LT proj.,"18,000  €"
5570,Aizkraukle un rajons,Jaunjelgava,5,100,2/2,-,"48,790  € maiņai"
5571,Aizkraukle un rajons,Aizkraukle,3,60,4/5,Hrušč.,250  €/mēn.
5572,Aizkraukle un rajons,Aizkraukle,2,53,2/3,LT proj.,300  €/mēn.
5573,Aizkraukle un rajons,Pļaviņas,2,52,3/5,103.,"27,000  €"
5574,Aizkraukle un rajons,Jaunjelgava,2,50,4/5,103.,"27,000  €"
5575,Aizkraukle un rajons,Pļaviņas,1,37,2/4,Hrušč.,"19,000  €"
5576,Aizkraukle un rajons,Neretas pag.,3,64,1/3,LT proj.,"30,000  €"
5577,Aizkraukle un rajons,Pļaviņas,2,45,2/2,Hrušč.,"9,700  €"
5578,Aizkraukle un rajons,Aizkraukle,3,60,5/5,103.,"46,000  €"
5579,Aizkraukle un rajons,Aizkraukle,1,37,2/5,103.,"21,000  €"
5580,Alūksne un rajons,Alūksne,1,38,2/3,103.,"18,000  €"
5581,Alūksne un rajons,Ziemera pag.,3,64,1/3,Specpr.,"11,000  €"
5582,Alūksne un rajons,Ape,3,68,1/3,LT proj.,"27,500  €"
5583,Alūksne un rajons,Alūksne,2,36,5/5,Renov.,"30,500  €"
5584,Alūksne un rajons,Alūksne,1,32,3/3,Renov.,"15,500  €"
5585,Alūksne un rajons,Alūksne,2,39,3/4,104.,"27,000  €"
5586,Alūksne un rajons,Alūksne,Citi,227,1/2,Priv. m.,15  €/dienā
5587,Alūksne un rajons,Alūksne,2,51,1/2,Renov.,"13,000  €"
5588,Alūksne un rajons,Alūksne,2,50,2/3,Renov.,250  €/mēn.
5589,Alūksne un rajons,Alūksne,3,54,1/5,Hrušč.,"32,000  €"
5590,Alūksne un rajons,Malienas pag.,3,65,2/3,602.,"12,000  €"
5591,Alūksne un rajons,Alsviķu pag.,3,55,2/2,Hrušč.,"10,000  €"
5592,Alūksne un rajons,Alūksne,2,44,1/5,LT proj.,"31,500  €"
5593,Alūksne un rajons,Alūksne,Citi,-,-,-,pērku 
5594,Alūksne un rajons,Alūksne,Citi,-,-,-,pērku 
5595,Alūksne un rajons,Malienas pag.,3,65,3/3,LT proj.,"19,000  €"
5596,Alūksne un rajons,Jaunlaicenes pag.,2,47,1/3,Renov.,"16,000  €"
5597,Alūksne un rajons,Trapenes pag.,2,62,2/3,Specpr.,"17,800  €"
5598,Alūksne un rajons,Alūksne,Citi,-,-,-,pērku 
5599,Balvi un rajons,Balvi,2,53,5/5,103.,"11,500  €"
5600,Balvi un rajons,Balvi,2,47,1/2,Staļina,"38,000  €"
5601,Balvi un rajons,Balvi,1,-,-,-,pērku 
5602,Balvi un rajons,Balvi,3,65,1/5,602.,"19,000  €"
5603,Balvi un rajons,Balvi,2,51,2/5,Specpr.,"15,050  €"
5604,Balvi un rajons,Balvi,2,46,3/3,Specpr.,"22,500  €"
5605,Balvi un rajons,Bērzkalnes pag.,1,32,3/3,Specpr.,"3,777  €"
5606,Balvi un rajons,Balvi,2,46,5/5,Specpr.,"30,000  €"
5607,Balvi un rajons,Balvi,3,57,5/5,Hrušč.,"25,000  €"
5608,Balvi un rajons,Balvi,1,35,2/5,Specpr.,"11,000  €"
5609,Balvi un rajons,Balvi,2,50,4/4,103.,"38,000  €"
5610,Balvi un rajons,Baltinavas pag.,2,57,1/3,103.,"14,500  €"
5611,Balvi un rajons,Balvi,1,27,3/3,103.,"8,000  €"
5612,Balvi un rajons,Balvi,3,65,5/5,103.,"32,000  €"
5613,Bauska un rajons,Vecumnieku pag.,3,60,1/2,Specpr.,"20,500  €"
5614,Bauska un rajons,Rundāles pag.,2,38,2/2,Hrušč.,"22,000  €"
5615,Bauska un rajons,Iecavas nov.,2,54,1/3,Hrušč.,"47,500  €"
5616,Bauska un rajons,Gailīšu pag.,1,28,2/5,Čehu pr.,"5,300  €"
5617,Bauska un rajons,Rundāles pag.,1,35,2/2,P. kara,"3,500  €"
5618,Bauska un rajons,Svitenes pag.,1,34,3/3,Specpr.,"16,000  €"
5619,Bauska un rajons,Rundāles pag.,4,87,1/3,LT proj.,200  €/mēn.
5620,Bauska un rajons,Iecavas nov.,1,32,8/9,467.,"25,000  €"
5621,Bauska un rajons,Īslīces pag.,3,69,1/5,103.,"23,900  €"
5622,Bauska un rajons,Īslīces pag.,3,65,2/5,Specpr.,"30,000  €"
5623,Bauska un rajons,Iecavas nov.,4,86,1/3,Renov.,"72,500  €"
5624,Bauska un rajons,Gailīšu pag.,2,50,1/3,Hrušč.,"27,500  €"
5625,Bauska un rajons,Vecumnieku pag.,2,46,1/3,Specpr.,"25,000  €"
5626,Bauska un rajons,Iecavas nov.,2,47,3/3,Specpr.,"35,000  €"
5627,Bauska un rajons,Vecumnieku pag.,3,50,2/2,Specpr.,200  €/mēn.
5628,Bauska un rajons,Vecumnieku pag.,3,57,2/2,Specpr.,"49,000  €"
5629,Bauska un rajons,Vecumnieku pag.,4,75,3/3,LT proj.,"26,000  €"
5630,Bauska un rajons,Bauska,1,-,1/3,-,vēlos īret 
5631,Bauska un rajons,-,2,51,2/5,Specpr.,"15,050  € maiņai"
5632,Bauska un rajons,Bauska,2,40,4/4,Renov.,185  €/mēn.
5633,Bauska un rajons,Viesturu pag.,3,57,1/3,LT proj.,"12,000  €"
5634,Bauska un rajons,Bauska,2,49,3/3,Specpr.,"28,000  €"
5635,Bauska un rajons,Bauska,2,51,1/4,Specpr.,270  €/mēn.
5636,Bauska un rajons,Bauska,1,40,2/2,Specpr.,"22,900  €"
5637,Bauska un rajons,Rundāles pag.,4,85,2/3,Renov.,"39,900  €"
5638,Bauska un rajons,Bauska,2,41,1/3,LT proj.,"25,500  €"
5639,Bauska un rajons,Bauska,1,34,1/1,Specpr.,650  €/mēn.
5640,Bauska un rajons,Bauska,2,-,-,-,pērku 
5641,Bauska un rajons,Gailīšu pag.,2,60,5/5,Jaun.,"17,000  €"
5642,Bauska un rajons,Iecavas nov.,2,48,3/3,Renov.,"40,000  €"
5643,Bauska un rajons,Iecavas nov.,4,-,-,-,pērku 
5644,Bauska un rajons,Bauska,2,51,1/2,Specpr.,"27,000  €"
5645,Bauska un rajons,Vecumnieku pag.,2,63,3/3,Specpr.,"38,000  €"
5646,Bauska un rajons,Bauska,1,25,3/4,Specpr.,"19,000  €"
5647,Bauska un rajons,Iecavas nov.,3,71,2/3,Specpr.,"60,000  €"
5648,Bauska un rajons,Vecumnieku pag.,2,32,1/2,M. ģim.,"4,000  €"
5649,Bauska un rajons,Bauska,4,86,1/4,Specpr.,"63,000  €"
5650,Bauska un rajons,Iecavas nov.,2,45,2/5,Specpr.,"47,000  €"
5651,Bauska un rajons,Gailīšu pag.,2,82,3/3,Specpr.,"6,000  €"
5652,Bauska un rajons,Gailīšu pag.,3,61,6/6,Specpr.,"18,000  €"
5653,Bauska un rajons,Brunavas pag.,2,65,2/2,Renov.,120  €/ned.
5654,Bauska un rajons,Iecavas nov.,1,-,-,-,maiņai
5655,Bauska un rajons,Viesturu pag.,1,36,3/3,LT proj.,"7,200  €"
5656,Bauska un rajons,Bauska,1,32,1/1,Specpr.,300  €/ned.
5657,Bauska un rajons,Rundāles pag.,2,35,1/3,Specpr.,"18,990  €"
5658,Bauska un rajons,Ceraukstes pag.,4,93,4/4,119.,"45,000  €"
5659,Bauska un rajons,Iecavas nov.,2,42,3/3,Staļina,"10,000  €"
5660,Bauska un rajons,Bauska,2,101,1/1,Priv. m.,"25,000  €"
5661,Bauska un rajons,Bauska,2,51,2/5,103.,"35,000  €"
5662,Bauska un rajons,Bauska,2,-,-,-,pērku 
5663,Bauska un rajons,Bauska,2,47,4/5,103.,"38,000  €"
5664,Bauska un rajons,Rundāles pag.,3,67,1/3,Specpr.,"19,500  €"
5665,Bauska un rajons,Ceraukstes pag.,2,40,2/3,Hrušč.,"33,000  €"
5666,Bauska un rajons,Vecumnieku pag.,3,76,3/4,Specpr.,"38,000  €"
5667,Cēsis un rajons,Cēsis,3,72,3/4,Specpr.,"80,000  €"
5668,Cēsis un rajons,Līgatnes pag.,3,69,1/3,Specpr.,"35,000  €"
5669,Cēsis un rajons,Zaubes pag.,1,40,1/2,Specpr.,"9,900  €"
5670,Cēsis un rajons,Līgatne,1,30,2/3,Specpr.,150  €/mēn.
5671,Cēsis un rajons,Cēsis,Citi,-,-,-,pērku 
5672,Cēsis un rajons,Liepas pag.,2,44,2/5,LT proj.,"25,000  €"
5673,Cēsis un rajons,Līgatne,1,30,2/2,M. ģim.,"28,000  €"
5674,Cēsis un rajons,Cēsis,3,-,-,-,vēlos īret 
5675,Cēsis un rajons,Liepas pag.,1,43,3/5,Specpr.,"11,000  €"
5676,Cēsis un rajons,Cēsis,1,20,2/3,P. kara,100  €/mēn.
5677,Cēsis un rajons,Cēsis,2,56,4/4,103.,380  €/mēn.
5678,Cēsis un rajons,Cēsis,1,39,2/4,Čehu pr.,"45,000  €"
5679,Cēsis un rajons,Cēsis,1,-,-,-,pērku 
5680,Cēsis un rajons,Cēsis,2,42,4/5,Jaun.,360  €/mēn.
5681,Cēsis un rajons,Cēsis,Citi,52,5/5,Renov.,300  €/mēn.
5682,Cēsis un rajons,Priekuļu pag.,2,36,5/5,Hrušč.,"36,000  €"
5683,Cēsis un rajons,Cēsis,2,25,2/2,M. ģim.,"15,000  €"
5684,Cēsis un rajons,Liepas pag.,2,45,1/5,Hrušč.,"21,500  €"
5685,Cēsis un rajons,Cēsis,2,-,-,-,vēlos īret 
5686,Cēsis un rajons,Cēsis,3,69,1/4,Jaun.,"89,500  €"
5687,Cēsis un rajons,Cēsis,2,47,3/3,Hrušč.,"34,998  €"
5688,Cēsis un rajons,Priekuļu pag.,1,42,1/1,104.,150  €/mēn.
5689,Cēsis un rajons,Līgatne,Citi,-,-,-,pērku 
5690,Cēsis un rajons,Līgatne,2,40,1/3,Renov.,230  €/mēn.
5691,Cēsis un rajons,Cēsis,2,49,4/4,Hrušč.,300  €/mēn.
5692,Cēsis un rajons,Līgatnes pag.,1,20,2/2,M. ģim.,80  €/mēn.
5693,Cēsis un rajons,Cēsis,Citi,-,-,-,pērku 
5694,Cēsis un rajons,Cēsis,2,52,1/3,Renov.,"67,000  €"
5695,Cēsis un rajons,Cēsis,2,46,1/3,P. kara,"55,000  €"
5696,Cēsis un rajons,Liepas pag.,1,32,2/5,Hrušč.,200  €/mēn.
5697,Cēsis un rajons,Līgatne,2,42,3/3,Hrušč.,120  €/mēn.
5698,Cēsis un rajons,Priekuļu pag.,2,49,3/3,Hrušč.,"37,995  €"
5699,Cēsis un rajons,Cēsis,Citi,-,-,-,pērku 
5700,Cēsis un rajons,Cēsis,3,61,1/3,Hrušč.,"55,000  €"
5701,Cēsis un rajons,Cēsis,3,67,2/4,Renov.,630  €/mēn.
5702,Cēsis un rajons,Cēsis,2,47,1/2,Specpr.,"10,000  €"
5703,Cēsis un rajons,Cēsis,2,-,-,-,-
5704,Cēsis un rajons,Cēsis,2,48,1/1,Priv. m.,"31,000  €"
5705,Cēsis un rajons,Priekuļu pag.,2,41,2/3,Hrušč.,"38,750  €"
5706,Cēsis un rajons,Liepas pag.,2,46,4/5,Specpr.,"22,500  €"
5707,Cēsis un rajons,Cēsis,2,-,-,-,pērku 
5708,Cēsis un rajons,Līgatne,3,72,3/3,Renov.,"48,000  €"
5709,Cēsis un rajons,Priekuļu pag.,2,33,3/5,Renov.,"18,000  €"
5710,Cēsis un rajons,Cēsis,2,47,4/4,103.,"42,500  €"
5711,Cēsis un rajons,Priekuļu pag.,3,73,3/3,103.,"39,900  €"
5712,Cēsis un rajons,Cēsis,2,54,1/3,103.,"41,000  €"
5713,Cēsis un rajons,Cēsis,2,52,4/4,Specpr.,"46,000  €"
5714,Cēsis un rajons,Cēsis,Citi,-,-,-,pērku 
5715,Cēsis un rajons,Cēsis,3,83,4/4,Jaun.,"120,000  €"
5716,Cēsis un rajons,Līgatne,3,73,3/3,Specpr.,"48,000  €"
5717,Cēsis un rajons,Cēsis,2,-,-,-,vēlos īret 
5718,Cēsis un rajons,Cēsis,2,40,3/3,Hrušč.,225  €/mēn.
5719,Cēsis un rajons,Cēsis,2,43,1/2,P. kara,"15,000  €"
5720,Cēsis un rajons,Priekuļu pag.,2,45,1/1,Specpr.,"12,500  €"
5721,Cēsis un rajons,Cēsis,2,61,2/5,Renov.,"55,000  €"
5722,Cēsis un rajons,Taurenes pag.,1,41,3/3,103.,"15,000  €"
5723,Cēsis un rajons,Cēsis,2,56,3/5,Renov.,"61,500  €"
5724,Cēsis un rajons,Cēsis,3,78,3/3,Specpr.,"53,000  €"
5725,Cēsis un rajons,Līgatnes pag.,3,78,3/3,Specpr.,"53,000  €"
5726,Cēsis un rajons,Cēsis,1,43,3/5,Specpr.,"11,000  €"
5727,Cēsis un rajons,Raunas pag.,1,43,3/5,Specpr.,"11,000  €"
5728,Cēsis un rajons,Drabešu pag.,1,30,2/2,P. kara,"6,000  €"
5729,Cēsis un rajons,Liepas pag.,1,43,3/5,Renov.,"11,000  €"
5730,Cēsis un rajons,Vecpiebalgas pag.,2,34,3/3,103.,"25,500  €"
5731,Cēsis un rajons,Cēsis,3,70,3/5,Specpr.,"22,000  €"
5732,Cēsis un rajons,Cēsis,3,58,3/4,Hrušč.,"46,500  €"
5733,Cēsis un rajons,Cēsis,Citi,-,-,-,pērku 
5734,Cēsis un rajons,Drabešu pag.,3,68,2/3,Renov.,300  €/mēn.
5735,Cēsis un rajons,Cēsis,2,39,3/4,P. kara,185  €/mēn.
5736,Cēsis un rajons,Liepas pag.,2,48,1/1,Jaun.,400  €/mēn.
5737,Cēsis un rajons,Cēsis,2,55,4/5,103.,300  €/mēn.
5738,Cēsis un rajons,Līgatnes pag.,2,55,2/4,Renov.,"21,000  €"
5739,Cēsis un rajons,Līgatne,2,55,2/4,Renov.,"36,000  €"
5740,Cēsis un rajons,Līgatnes pag.,2,54,2/4,Renov.,"28,800  €"
5741,Cēsis un rajons,Liepas pag.,3,58,1/5,Hrušč.,"26,000  €"
5742,Cēsis un rajons,Stalbes pag.,2,50,3/3,Specpr.,"10,000  €"
5743,Cēsis un rajons,Cēsis,1,58,4/4,Jaun.,"85,000  €"
5744,Cēsis un rajons,Amatas pag.,4,71,1/3,Specpr.,"31,000  €"
5745,Cēsis un rajons,Cēsis,2,56,3/3,Čehu pr.,350  €/mēn.
5746,Cēsis un rajons,Cēsis,2,52,1/4,Specpr.,"39,800  €"
5747,Cēsis un rajons,Cēsis,3,55,1/4,Specpr.,"48,000  €"
5748,Cēsis un rajons,Līgatnes pag.,3,73,3/3,103.,"17,500  €"
5749,Cēsis un rajons,Cēsis,2,39,2/2,P. kara,"65,000  €"
5750,Cēsis un rajons,Liepas pag.,2,46,4/5,Specpr.,"21,500  €"
5751,Cēsis un rajons,Cēsis,3,81,3/3,P. kara,"78,000  €"
5752,Cēsis un rajons,Liepas pag.,2,38,5/5,LT proj.,"21,500  €"
5753,Cēsis un rajons,Līgatne,1,31,1/1,P. kara,"39,500  €"
5754,Cēsis un rajons,Cēsis,1,43,3/5,Renov.,"11,000  €"
5755,Cēsis un rajons,Amatas pag.,3,73,3/3,119.,"25,500  €"
5756,Cēsis un rajons,Cēsis,3,69,1/3,103.,"53,000  €"
5757,Cēsis un rajons,Straupes pag.,3,71,2/2,Specpr.,"35,000  €"
5758,Cēsis un rajons,Liepas pag.,2,41,2/5,Hrušč.,"32,000  €"
5759,Cēsis un rajons,Raunas pag.,2,47,2/3,Hrušč.,"30,000  €"
5760,Cēsis un rajons,Līgatne,1,29,2/2,P. kara,"5,000  €"
5761,Cēsis un rajons,Raunas pag.,3,124,1/2,P. kara,"43,000  €"
5762,Cēsis un rajons,Cēsis,2,40,5/5,Hrušč.,"39,000  €"
5763,Cēsis un rajons,Raunas pag.,1,40,3/3,Hrušč.,"18,900  €"
5764,Cēsis un rajons,Līgatne,2,-,-,-,pērku 
5765,Cēsis un rajons,Līgatne,1,-,-,-,pērku 
5766,Cēsis un rajons,Līgatne,2,-,-,-,pērku 
5767,Cēsis un rajons,Priekuļu pag.,3,65,1/5,103.,"57,000  €"
5768,Daugavpils un rajons,Daugavpils,1,29,5/5,467.,140  €/mēn.
5769,Daugavpils un rajons,Daugavpils,2,42,1/3,Hrušč.,"19,500  €"
5770,Daugavpils un rajons,Daugavpils,4,60,2/5,467.,"58,650  €"
5771,Daugavpils un rajons,Daugavpils,2,54,2/5,103.,"22,500  €"
5772,Daugavpils un rajons,Daugavpils,3,77,3/5,Jaun.,400  €/mēn.
5773,Daugavpils un rajons,Daugavpils,1,45,1/4,Jaun.,40  €/dienā
5774,Daugavpils un rajons,Daugavpils,2,41,4/5,Hrušč.,290  €/mēn.
5775,Daugavpils un rajons,Daugavpils,1,29,1/5,Hrušč.,25  €/dienā
5776,Daugavpils un rajons,Daugavpils,2,45,1/5,Hrušč.,160  €/mēn.
5777,Daugavpils un rajons,Daugavpils,2,62,5/5,-,maiņai
5778,Daugavpils un rajons,Daugavpils,1,30,1/5,467.,150  €/mēn.
5779,Daugavpils un rajons,Daugavpils,2,38,1/2,Renov.,"15,000  €"
5780,Daugavpils un rajons,Daugavpils,2,43,5/5,Hrušč.,"9,200  €"
5781,Daugavpils un rajons,Daugavpils,1,36,3/5,Specpr.,"11,500  €"
5782,Daugavpils un rajons,Naujenes pag.,1,36,2/5,103.,"5,800  €"
5783,Daugavpils un rajons,Daugavpils,3,56,5/5,Hrušč.,"20,000  €"
5784,Daugavpils un rajons,Daugavpils,Citi,-,-,-,pērku 
5785,Daugavpils un rajons,Daugavpils,2,-,-,-,pērku 
5786,Daugavpils un rajons,Daugavpils,4,101,2/3,Specpr.,"97,000  €"
5787,Daugavpils un rajons,Daugavpils,1,30,5/5,LT proj.,"14,500  €"
5788,Daugavpils un rajons,Daugavpils,1,29,2/5,467.,85  €/mēn.
5789,Daugavpils un rajons,Daugavpils,2,53,1/3,Staļina,190  €/mēn.
5790,Daugavpils un rajons,Daugavpils,2,43,2/5,Hrušč.,30  €/dienā
5791,Daugavpils un rajons,Daugavpils,1,34,5/6,103.,25  €/dienā
5792,Daugavpils un rajons,Daugavpils,1,25,2/3,Renov.,20  €/dienā
5793,Daugavpils un rajons,Daugavpils,2,44,3/3,Hrušč.,"12,000  €"
5794,Daugavpils un rajons,Daugavpils,1,29,5/3,467.,120  €/mēn.
5795,Daugavpils un rajons,Daugavpils,3,54,2/2,Specpr.,"38,500  €"
5796,Daugavpils un rajons,Daugavpils,1,30,5/5,Hrušč.,"18,900  €"
5797,Daugavpils un rajons,Daugavpils,2,38,3/4,Specpr.,30  €/dienā
